X,Y,Z,X.1,Y.1,Z.1,X.2,Y.2,Z.2,X.3,Y.3,Z.3,X.4,Y.4,Z.4,X.5,Y.5,Z.5,X.6,Y.6,Z.6,X.7,Y.7,Z.7,X.8,Y.8,Z.8,X.9,Y.9,Z.9,X.10,Y.10,Z.10,X.11,Y.11,Z.11,X.12,Y.12,Z.12,X.13,Y.13,Z.13,X.14,Y.14,Z.14,X.15,Y.15,Z.15,X.16,Y.16,Z.16,X.17,Y.17,Z.17,X.18,Y.18,Z.18,X.19,Y.19,Z.19,X.20,Y.20,Z.20,X.21,Y.21,Z.21,X.22,Y.22,Z.22,X.23,Y.23,Z.23,X.24,Y.24,Z.24,X.25,Y.25,Z.25
1623.648,2562.207,-54.364,1561.032,2728.98,-40.189,1562.895,2633.81,161.775,1184.764,2692.918,14.575,1133.353,2568.54,2.951,1323.044,2417.342,114.949,1028.551,2476.519,135.858,880.392,2595.647,-50.192,936.44,2618.741,-114.101,831.654,2813.456,90.135,1348.063,2848.627,308.684,1139.02,2820.724,363.983,913.522,2927.936,237.237,1016.574,2958.958,231.46,844.526,0.0,0.0,960.324,2569.05,207.94,982.523,2669.591,244.278,995.28,2596.972,78.486,446.032,2707.448,188.765,351.912,2598.011,408.311,123.223,2630.286,317.281,42.158,2697.756,281.603,638.126,2884.357,56.574,462.429,2878.136,108.465,144.102,2791.715,297.047,80.724,2850.494,102.185
1627.623,2566.004,-65.609,1565.164,2732.78,-52.011,1566.692,2637.846,149.644,1189.142,2696.818,2.438,1138.007,2572.596,-9.466,1327.465,2421.934,102.0,1032.494,2481.556,123.054,889.299,2606.138,-62.345,943.817,2631.873,-126.632,842.536,2817.505,77.836,1352.649,2851.848,297.336,1146.788,2823.677,354.19,920.731,2932.571,230.872,1023.911,2963.582,225.97,851.271,0.0,0.0,964.832,2573.416,195.576,987.065,2674.036,231.685,999.884,2598.627,69.046,450.626,2708.229,179.86,357.741,2598.177,402.788,131.185,2630.12,315.697,44.251,2697.641,280.276,642.389,2885.786,43.926,467.083,2881.931,87.422,139.111,2799.815,268.192,81.598,2854.581,69.548
1631.207,2569.835,-77.109,1568.642,2736.64,-63.792,1569.912,2641.871,138.406,1193.003,2700.742,-9.937,1142.09,2576.564,-21.762,1331.393,2426.444,89.144,1036.549,2486.377,110.287,897.906,2616.169,-74.359,950.76,2644.422,-138.948,853.142,2821.525,65.458,1356.694,2855.175,285.642,1153.976,2826.853,343.996,927.467,2937.265,223.866,1030.804,2968.261,219.76,857.573,0.0,0.0,968.831,2577.705,183.276,991.091,2678.384,219.134,1004.212,2600.582,59.275,454.69,2709.296,170.561,363.168,2598.313,397.094,139.06,2630.156,313.956,46.627,2697.726,279.258,646.174,2887.33,31.467,471.141,2885.444,66.572,134.658,2807.084,238.676,82.151,2857.725,37.374
1634.278,2573.612,-88.228,1571.503,2740.441,-75.51,1572.542,2645.966,126.234,1196.265,2704.6,-22.283,1145.516,2580.44,-34.074,1334.77,2430.827,76.454,1040.001,2490.934,97.447,905.989,2625.693,-86.197,957.226,2656.357,-151.105,863.325,2825.503,52.948,1358.441,2858.655,273.735,1160.492,2830.209,333.698,933.469,2942.034,216.297,1037.101,2973.205,212.687,863.297,0.0,0.0,972.227,2581.884,171.122,994.522,2682.646,206.583,1007.429,2602.897,49.089,458.173,2710.381,160.785,368.16,2598.432,391.283,146.956,2630.238,312.185,49.383,2697.259,277.4,649.478,2889.045,19.195,474.584,2888.67,45.989,130.303,2813.491,209.25,83.31,2860.03,5.292
1636.884,2577.346,-99.153,1573.77,2744.226,-87.198,1574.548,2650.114,114.057,1198.901,2708.348,-34.616,1148.238,2584.24,-46.252,1337.578,2435.116,63.845,1042.884,2495.397,84.845,913.579,2634.579,-97.858,963.134,2667.661,-163.071,872.912,2829.417,40.342,1360.906,2862.414,261.652,1166.186,2833.769,323.099,938.901,2946.885,208.127,1042.622,2977.905,205.225,868.381,0.0,0.0,975.096,2586.004,159.008,997.326,2686.849,194.073,1010.255,2605.48,38.578,461.013,2711.781,150.497,372.74,2598.511,385.451,154.867,2630.276,310.371,52.671,2696.528,274.142,652.229,2890.928,7.133,477.313,2891.547,25.72,126.349,2819.162,180.167,84.585,2861.536,-25.269
1638.976,2581.09,-110.11,1575.404,2747.977,-98.855,1575.957,2654.297,101.851,1200.883,2712.003,-46.741,1150.219,2587.952,-58.36,1339.658,2439.242,51.328,1045.069,2499.706,72.35,920.538,0.0,0.0,968.397,2678.357,-174.801,882.112,2833.346,27.578,1362.713,2866.336,249.446,1171.017,2837.686,312.473,943.456,2951.83,199.355,1047.294,2982.904,196.941,872.64,0.0,0.0,977.126,2590.101,147.012,999.42,2691.083,181.679,1012.405,2608.309,27.577,463.217,2713.416,139.6,376.897,2598.564,379.477,162.837,2630.128,308.74,56.312,2696.251,271.913,654.353,2892.892,-4.913,479.257,2894.171,5.907,122.708,2823.958,151.778,85.798,2863.479,-53.409
1640.521,2584.799,-121.212,1576.466,2751.689,-110.42,1576.745,2658.476,89.654,1202.163,2715.604,-59.104,1151.474,2591.518,-70.277,1341.042,2443.322,38.943,1046.607,2504.0,59.895,926.742,2658.415,-121.67,972.986,2688.294,-186.358,890.549,2837.194,14.817,1363.786,2870.563,237.095,1174.896,2841.918,301.547,947.122,2956.912,190.043,1051.034,2987.995,188.011,876.128,0.0,0.0,978.44,2594.264,135.161,1000.778,2695.38,169.393,1013.835,2611.354,16.062,464.72,2715.367,128.029,380.718,2598.654,373.471,170.843,2629.986,306.945,60.338,2696.193,269.991,655.787,2895.048,-17.054,480.475,2896.667,-13.397,119.391,2827.985,124.239,86.209,2864.296,-81.58
1641.506,2588.357,-131.982,1576.854,2755.402,-121.927,1576.912,2662.736,77.483,1202.782,2719.153,-71.388,1152.017,2595.108,-82.265,1341.721,2447.318,26.654,1047.454,2508.268,47.718,932.142,2663.12,-133.642,976.797,2697.511,-197.702,898.314,2841.042,1.936,1364.211,2875.107,224.583,1177.764,2846.508,290.334,949.824,2962.094,180.099,1053.803,2993.236,178.443,878.672,0.0,0.0,979.053,2598.516,123.384,1001.425,2699.773,157.108,1014.5,2614.522,4.069,465.424,2717.659,115.783,384.096,2598.716,367.068,178.833,2629.344,304.587,64.51,2695.58,267.884,656.384,2897.521,-29.426,480.963,2899.074,-31.765,116.37,2831.358,97.832,87.319,2865.933,-107.581
1641.842,2591.995,-142.984,1576.552,2759.061,-133.312,1576.375,2666.986,65.384,1202.632,0.0,0.0,1151.833,2598.561,-93.983,1341.59,2451.267,14.669,1047.581,2512.477,35.752,936.632,2664.408,-143.349,979.799,2705.946,-208.893,905.094,2844.873,-10.929,1363.955,2879.892,211.847,1179.607,2851.491,278.949,951.554,2967.4,169.526,1055.573,2998.578,168.171,880.271,0.0,0.0,978.974,2602.888,111.701,1001.3,2704.29,144.953,1014.397,2617.877,-8.373,465.347,2720.24,102.824,387.021,2598.877,360.411,186.726,2629.622,302.824,68.923,2694.836,265.662,656.161,2900.088,-41.985,480.729,2901.374,-49.207,113.649,2834.314,73.013,89.725,2867.201,-131.251
1641.495,2595.552,-153.833,1575.594,2762.689,-144.64,1575.182,2671.224,53.353,1201.714,0.0,0.0,1150.956,2602.025,-105.704,1340.722,2455.187,2.756,1047.018,2516.643,23.787,940.204,2670.256,-154.353,981.836,2713.593,-220.067,910.892,2848.706,-23.789,1362.914,2884.999,199.012,1180.374,2856.8,267.269,952.234,2972.813,158.323,1056.282,3004.0,157.167,880.877,0.0,0.0,978.191,2607.34,100.147,1000.461,2708.895,132.827,1013.39,2621.374,-21.144,464.403,2723.06,89.197,389.471,2599.135,353.55,194.496,2629.515,300.097,73.223,2693.756,265.179,655.163,2902.559,-54.624,479.983,2903.761,-65.813,111.057,2836.927,49.886,91.21,2870.027,-153.256
1640.52,2599.101,-164.545,1573.882,2766.27,-155.92,1573.288,2675.504,41.387,1200.044,0.0,0.0,1149.397,0.0,0.0,1339.217,2458.904,-8.889,1045.668,2520.642,12.093,942.779,2675.605,-165.345,983.009,2720.491,-231.18,915.629,2852.488,-36.621,1361.207,2890.412,186.053,1180.03,2862.387,255.37,951.894,2978.137,145.345,1055.902,3009.503,145.372,880.463,0.0,0.0,976.765,2611.846,88.631,998.89,2713.613,120.736,1011.52,2624.993,-34.321,462.717,2726.104,74.907,391.403,2599.512,346.369,202.729,2629.323,296.957,77.59,2693.107,262.515,653.23,2904.746,-67.28,478.582,2906.214,-81.623,108.339,2839.099,28.588,92.708,2873.267,-173.458
1638.952,2602.636,-175.306,1571.513,2769.788,-167.15,1570.744,2679.762,29.486,1197.717,0.0,0.0,1147.128,2608.22,-126.839,1336.943,2462.525,-20.424,1043.548,2524.469,0.602,944.354,2680.539,-176.288,983.354,2726.68,-242.293,919.203,2856.288,-49.437,1358.738,2895.912,172.894,1178.577,2868.221,243.197,950.557,2983.683,132.612,1054.458,3015.083,132.709,879.015,0.0,0.0,974.658,2616.332,77.152,996.639,2718.304,108.561,1008.799,2628.638,-47.78,460.177,2729.28,60.019,392.744,2600.055,338.711,210.192,2628.995,293.267,81.774,2692.678,259.642,650.457,2907.327,-80.307,476.516,2908.953,-96.623,105.271,2840.655,9.003,91.093,2876.556,-191.954
1636.687,2606.031,-185.745,1568.48,2773.269,-178.364,1567.586,2684.019,17.664,1194.688,0.0,0.0,1144.171,2611.713,-138.35,1333.999,2466.002,-31.67,1040.732,2528.079,-10.749,944.953,2685.035,-187.233,982.687,2732.19,-253.346,921.833,2860.082,-62.176,1355.597,2901.504,159.73,1175.992,2874.279,230.637,948.045,2989.253,119.177,1051.922,3020.707,119.205,876.508,0.0,0.0,972.574,2620.755,65.587,993.685,2723.007,96.461,1005.282,2632.296,-61.54,456.849,2732.541,44.671,393.538,2600.809,330.718,217.462,2628.438,288.56,85.629,2692.129,256.577,646.87,2910.219,-93.396,473.774,2911.834,-110.845,101.627,2841.525,-8.765,88.35,2879.748,-208.697
1633.69,2609.329,-196.191,1564.74,2776.722,-189.53,1563.813,2688.34,5.957,1190.89,0.0,0.0,1140.563,2615.216,-149.639,1330.339,2469.431,-42.676,1037.125,2531.558,-21.713,944.523,2689.029,-198.096,981.049,2737.058,-264.367,923.127,2864.154,-75.005,1351.771,2907.384,146.636,1172.275,2880.611,217.915,0.0,2994.814,104.976,1048.289,3026.364,104.798,872.973,0.0,0.0,0.0,2625.186,54.14,990.069,2727.647,84.262,1001.002,2635.859,-75.55,452.763,2735.797,28.822,393.858,2601.879,322.173,224.35,2627.595,282.692,88.963,2691.164,253.127,642.599,2913.354,-106.213,470.409,2914.754,-124.221,97.387,2841.877,-24.589,83.944,2882.747,-223.979
1630.073,2612.813,-207.127,1560.306,2780.044,-200.654,1559.456,2692.697,-5.64,1186.302,0.0,0.0,1136.33,2618.661,-160.871,1325.912,2472.832,-53.328,1032.895,2534.89,-32.395,943.448,2692.577,-208.913,978.612,2741.26,-275.319,923.259,2867.806,-87.564,1347.142,2913.098,133.371,1167.436,2887.149,204.906,0.0,3000.358,90.102,1043.574,3031.967,89.517,868.427,0.0,0.0,0.0,2629.584,42.561,985.835,2732.239,72.116,995.99,2639.229,-89.802,448.008,2738.98,12.57,393.673,2603.263,313.368,230.627,2626.224,275.772,91.587,0.0,0.0,637.734,2916.868,-118.789,466.321,2917.741,-137.164,92.677,2842.285,-38.399,75.751,2885.191,-237.409
1625.75,2616.232,-218.018,1555.244,2783.289,-211.697,1554.51,2697.004,-17.119,1181.006,0.0,0.0,1131.436,2622.008,-171.914,1320.854,2476.265,-63.688,1028.013,2538.125,-42.706,941.352,2695.636,-219.631,975.376,2744.791,-286.226,922.286,2871.697,-100.174,1341.768,2919.047,120.174,1161.554,2893.833,191.637,0.0,3005.835,74.455,1037.847,3037.381,73.52,862.913,0.0,0.0,0.0,2633.935,31.042,980.744,2736.816,60.134,990.287,2642.31,-104.252,442.425,2742.129,-4.11,392.765,2604.947,303.964,236.179,2623.948,268.33,93.684,2685.02,240.483,632.332,2920.607,-131.172,461.57,2920.617,-149.59,87.537,2843.673,-48.123,65.671,2886.059,-247.598
1620.824,2619.168,-228.125,1549.614,2786.373,-222.739,1549.084,2701.441,-28.527,1175.011,0.0,0.0,1125.91,2625.31,-182.777,1315.087,2479.721,-73.482,1022.52,2541.416,-52.559,938.266,2698.16,-230.315,971.318,2747.646,-297.132,920.164,2875.556,-112.796,1335.734,2924.991,106.852,1154.696,2900.777,178.297,0.0,3011.237,58.018,1031.188,3042.924,56.285,856.493,0.0,0.0,0.0,2638.207,19.635,974.977,2741.329,48.104,984.168,2645.107,-118.845,436.421,2745.134,-21.16,391.383,2606.973,294.187,241.196,2620.992,259.882,95.579,2681.02,226.978,626.425,2924.381,-143.496,455.953,2923.069,-161.667,84.196,2845.591,-48.506,50.537,2883.878,-251.958
1615.682,2621.983,-238.297,1543.767,2789.356,-233.809,1543.461,2705.915,-39.779,1168.503,0.0,0.0,1119.814,2628.506,-193.583,1308.769,2483.245,-83.007,1016.54,2544.818,-62.048,934.209,2700.191,-240.998,966.498,2749.8,-308.014,916.868,2879.331,-125.405,1329.146,2931.18,93.474,1146.896,2907.879,164.2,0.0,0.0,0.0,1023.631,3047.999,38.466,849.274,0.0,0.0,0.0,2642.449,8.325,968.521,2745.797,36.641,977.644,2647.705,-133.452,430.036,2748.167,-38.533,389.546,2609.233,283.646,245.756,2617.836,250.447,96.838,2676.1,217.046,620.334,2928.932,-160.923,450.218,2924.988,-172.541,83.595,2846.279,-46.445,50.161,2878.967,-254.481
1610.603,2624.83,-248.956,1537.893,2792.111,-245.132,1538.021,2710.458,-50.959,1161.541,0.0,0.0,1113.251,2631.606,-204.502,1302.121,2486.834,-91.969,1010.216,2548.338,-71.233,929.242,2701.709,-251.726,961.028,2751.199,-319.021,912.338,2882.957,-137.95,1322.206,2937.47,79.954,1138.245,2915.145,149.797,0.0,3021.583,22.723,1015.247,3052.943,19.608,841.279,0.0,0.0,0.0,2646.68,-2.929,961.573,2750.105,25.47,970.929,2650.136,-148.064,423.489,2751.188,-56.045,387.407,2611.628,271.957,249.926,2614.804,239.822,97.457,0.0,0.0,614.62,2933.812,-181.517,444.778,2926.429,-181.61,83.547,2845.715,-44.853,50.548,2874.826,-254.177
1605.463,2627.431,-259.274,1532.091,2794.766,-256.697,1532.822,2715.041,-62.102,1154.547,0.0,0.0,1106.328,2634.489,-215.339,1295.266,2490.455,-100.534,1003.732,2552.017,-80.161,923.418,2702.757,-262.388,954.853,2751.744,-330.122,906.626,2886.479,-150.505,1314.926,2943.997,66.192,1128.814,2922.55,134.799,0.0,3025.79,6.118,1006.171,3057.813,-0.352,832.67,0.0,0.0,0.0,2650.637,-14.151,954.587,2754.19,14.325,964.288,2652.545,-162.7,416.825,2754.117,-73.874,385.042,2614.337,259.011,253.634,2612.097,227.703,98.185,2666.033,198.475,609.088,2939.019,-200.418,440.935,0.0,0.0,83.682,2846.655,-48.755,48.566,2878.49,-256.452
1600.272,2629.941,-269.635,1526.222,2797.327,-268.422,1527.717,2719.527,-73.361,1147.686,0.0,0.0,1099.136,2637.317,-226.198,1288.676,2493.619,-107.015,997.291,2555.822,-88.655,916.811,2703.25,-273.06,948.109,2751.372,-341.315,899.788,2889.777,-163.0,1307.665,2950.68,52.144,1118.753,2930.147,119.433,0.0,3030.105,-13.576,996.512,3061.807,-21.054,823.623,0.0,0.0,0.0,2654.089,-25.235,947.728,2757.75,3.301,957.936,2654.952,-177.288,410.392,2757.057,-92.12,382.731,2617.008,244.751,256.749,2610.046,213.687,98.781,2662.46,185.389,603.591,2944.955,-217.384,438.409,2929.16,-205.431,83.978,2846.432,-51.41,48.187,2879.045,-258.301
1595.122,2632.296,-279.956,1520.394,2799.92,-280.231,1522.598,2723.773,-84.905,1141.4,0.0,0.0,1091.902,2640.072,-237.12,1282.591,2497.342,-115.171,991.14,2559.704,-96.815,909.511,2703.298,-283.543,941.019,2749.995,-352.485,891.826,2892.862,-175.532,1300.814,2957.57,37.896,1108.258,2937.892,103.34,0.0,3033.86,-34.258,986.476,3065.401,-42.883,814.34,0.0,0.0,0.0,2657.061,-36.02,941.109,2760.715,-7.821,951.799,2657.365,-192.262,404.15,2760.09,-110.721,380.172,2619.873,229.622,259.218,2608.702,197.787,99.416,2659.657,170.692,598.58,2950.887,-232.924,436.001,2929.695,-216.722,84.224,2845.267,-53.662,48.153,2877.913,-260.459
1590.128,2634.636,-290.478,1514.625,0.0,0.0,1517.444,2727.828,-96.639,1135.727,0.0,0.0,1084.843,2642.749,-247.912,1277.083,2500.945,-123.262,985.485,2563.548,-104.489,901.675,2702.942,-293.572,933.45,2747.63,-363.541,882.736,2895.763,-188.155,1294.647,2964.457,23.183,1097.541,2945.796,86.633,0.0,3037.181,-56.01,976.265,3068.188,-65.812,805.043,0.0,0.0,0.0,2659.668,-46.468,935.017,2763.371,-18.896,945.801,2659.78,-207.422,398.368,2763.268,-129.686,377.547,2623.959,213.806,260.994,2608.097,180.302,100.051,0.0,0.0,594.073,2956.295,-246.073,432.806,2930.756,-224.616,84.134,2843.989,-54.882,48.216,2877.431,-261.414
1585.305,2636.74,-300.617,1509.071,2802.29,-303.437,1512.338,2731.569,-108.48,1130.632,0.0,0.0,1078.2,2645.425,-258.709,1272.303,2504.49,-130.898,980.296,2567.26,-111.577,893.593,2702.145,-303.243,926.449,2744.256,-374.315,873.041,2898.573,-200.876,1289.651,2971.326,8.043,1086.83,2953.793,69.414,866.007,3039.023,-78.436,966.114,3069.958,-89.887,796.01,0.0,0.0,0.0,2662.089,-56.961,929.16,2765.992,-30.048,940.224,2662.175,-222.783,392.985,2766.577,-148.998,374.85,2627.824,196.986,261.992,2608.164,161.508,100.545,2656.168,136.302,589.379,2959.735,-255.788,427.755,2931.654,-230.404,83.786,2843.369,-55.362,48.219,2877.384,-261.054
1580.844,2638.865,-311.23,1503.931,2804.497,-315.161,1507.483,2735.057,-120.336,1126.205,0.0,0.0,1072.195,2647.987,-269.456,1268.051,2507.866,-138.196,976.051,2570.646,-118.418,885.455,2700.814,-312.547,919.67,2740.013,-384.657,862.832,2901.238,-213.643,1285.103,2978.178,-7.455,1076.349,2961.832,51.509,854.904,3040.125,-102.027,956.308,3070.577,-115.156,787.475,0.0,0.0,901.287,2664.752,-67.378,924.095,2768.88,-41.177,935.346,2664.607,-238.265,388.009,2770.022,-168.513,372.136,2631.998,179.374,262.188,2609.044,141.706,100.692,2655.809,116.919,585.034,2960.872,-263.466,422.511,2933.031,-234.811,83.37,2842.883,-55.687,48.179,2877.302,-261.153
1576.949,2640.926,-321.925,1499.506,2806.533,-326.904,1503.274,2738.484,-132.099,1122.412,2774.6,-283.542,1067.108,2650.268,-280.119,1264.439,2511.068,-145.227,972.629,2573.787,-124.685,877.498,2699.115,-321.329,913.214,2734.883,-394.387,852.429,2903.717,-226.443,1281.183,2984.803,-23.555,1066.363,2969.816,33.143,846.379,3040.155,-126.571,947.166,3069.872,-141.555,779.668,0.0,0.0,896.224,2667.696,-77.944,919.726,2772.022,-52.191,931.721,2667.091,-253.801,383.875,0.0,0.0,369.574,2636.43,161.054,261.703,2610.885,121.05,100.4,2655.943,96.276,581.174,2960.688,-270.359,416.291,2934.228,-238.501,83.147,2842.245,-56.095,48.169,2877.071,-261.344
1573.752,2642.859,-332.911,1496.003,2808.383,-338.782,1499.886,2741.786,-143.807,1119.478,2776.645,-295.29,1063.221,2652.264,-290.615,1261.505,2514.118,-151.983,969.961,2576.625,-130.481,870.222,2696.972,-329.434,907.153,2728.998,-403.32,842.483,2906.046,-239.237,1277.848,2991.119,-40.214,1057.076,2977.589,14.034,838.763,3039.062,-151.884,938.904,3067.03,-168.617,773.494,0.0,0.0,892.377,2670.741,-88.691,916.224,2775.208,-63.207,929.291,2669.629,-269.39,380.426,0.0,0.0,367.236,2641.012,141.719,260.473,2613.644,99.299,99.707,2658.812,75.125,577.78,2959.786,-277.309,411.048,2935.031,-242.135,83.078,2841.676,-56.608,48.063,2876.926,-261.417
1571.258,2644.703,-344.193,1493.454,2809.979,-350.902,1497.464,2744.981,-155.429,1117.363,2778.41,-306.925,1060.559,2653.881,-301.016,1259.366,2516.976,-158.418,968.145,2579.101,-136.192,863.426,2694.377,-336.797,901.854,2722.523,-411.366,832.942,2908.17,-252.049,1275.129,2997.25,-57.232,1048.735,2984.832,-5.991,832.294,3036.866,-177.924,931.808,3063.548,-196.898,0.0,0.0,0.0,889.532,2673.786,-99.382,913.791,2778.211,-74.392,927.755,2672.161,-284.989,377.841,0.0,0.0,365.307,2645.719,121.726,258.314,2617.579,76.497,98.672,2661.862,54.0,575.146,2959.004,-284.569,406.771,2935.074,-246.219,83.121,2841.51,-56.923,48.195,2876.835,-261.726
1569.436,2646.11,-355.156,1491.848,2811.395,-363.154,1495.887,2748.033,-166.931,1115.965,2779.928,-318.455,1058.975,2655.163,-311.257,1258.028,2519.647,-164.607,967.301,2581.262,-141.647,857.621,2691.249,-343.811,897.563,2715.645,-418.441,824.24,2910.052,-264.893,1273.077,3003.056,-74.466,1041.513,2991.517,-26.458,827.191,3033.675,-204.474,926.117,3058.842,-225.822,763.541,0.0,0.0,887.97,2676.655,-110.089,912.2,2781.0,-86.12,926.774,2674.748,-300.554,376.285,0.0,0.0,364.041,2650.527,101.221,255.094,2622.459,52.174,97.226,2666.386,29.542,573.426,2959.557,-292.167,403.419,2934.542,-250.44,83.242,2841.064,-57.975,48.061,2876.917,-261.757
1568.258,2647.437,-366.427,1491.155,2812.618,-375.524,1495.197,2750.943,-178.286,1115.312,2781.108,-330.147,1058.315,2656.633,-322.993,1257.472,2522.158,-170.386,967.574,2583.12,-146.889,853.082,0.0,0.0,894.479,2708.516,-424.588,816.806,2911.659,-277.888,1271.793,3008.381,-92.04,1035.608,2997.435,-47.702,823.679,3029.477,-231.375,922.011,3053.0,-255.201,760.98,0.0,0.0,887.448,2679.258,-120.76,911.354,2783.679,-97.392,926.475,2677.329,-316.049,375.874,2790.731,-267.853,363.029,2655.412,79.989,250.773,2628.071,27.577,95.447,2672.369,2.14,572.454,2960.811,-299.644,401.068,2933.733,-254.186,83.467,2840.606,-58.462,48.179,2876.407,-261.972
1567.817,2648.407,-377.556,1491.354,2813.662,-387.999,1495.366,2753.77,-189.489,1115.473,2781.923,-341.716,1058.446,2657.234,-332.758,1257.622,2524.506,-175.936,968.947,2584.5,-152.061,849.772,0.0,0.0,892.726,2700.745,-429.608,810.798,2912.949,-291.026,1271.419,3013.164,-110.0,1031.114,3002.523,-69.275,821.91,3024.42,-258.402,920.046,3046.161,-284.801,760.388,0.0,0.0,887.376,2681.671,-131.299,911.233,2786.183,-108.656,926.926,2679.85,-331.358,376.721,2795.327,-287.966,362.379,2660.502,58.413,245.374,2634.561,1.84,93.291,2679.243,-24.736,572.266,2962.197,-306.275,399.224,2932.987,-257.375,84.039,2840.063,-59.007,48.171,2876.299,-262.038
1568.091,2649.264,-388.847,1492.443,2814.482,-400.565,1496.331,2756.438,-200.718,1116.276,2782.406,-353.353,1059.321,2657.569,-342.829,1258.549,2526.71,-181.285,971.625,2585.482,-156.94,847.658,0.0,0.0,892.315,2692.907,-433.939,806.121,2913.913,-304.471,1271.892,3017.672,-128.296,1028.037,3006.772,-90.978,821.996,3018.572,-285.411,919.36,3038.82,-314.327,761.809,0.0,0.0,888.215,2683.971,-141.891,911.936,2788.494,-120.054,928.114,2682.293,-346.502,378.5,2799.949,-307.881,362.054,2665.786,36.447,238.958,2641.458,-24.066,90.972,2687.06,-52.543,572.796,2963.202,-312.844,397.838,2932.522,-259.834,84.698,2839.775,-58.921,48.185,2876.243,-262.173
1569.068,2649.966,-400.396,1494.327,2815.612,-413.105,1498.024,2758.984,-212.058,1117.826,2782.5,-364.985,1060.846,2657.747,-352.908,1260.325,2529.407,-186.053,975.461,2585.995,-161.727,846.311,0.0,0.0,893.182,2684.688,-437.774,802.512,2914.561,-318.184,1273.183,3021.906,-146.886,1026.331,3010.121,-112.826,823.861,3012.075,-312.085,920.309,3029.618,-343.124,765.102,0.0,0.0,889.884,2686.087,-152.854,913.318,2790.733,-131.711,929.95,2684.573,-361.545,381.094,2804.602,-327.558,361.808,2671.302,13.832,231.594,2649.155,-51.651,88.202,2695.434,-81.219,573.992,2963.23,-316.882,396.877,2932.267,-261.482,85.707,2839.596,-59.356,48.04,2876.194,-262.187
1570.759,2650.417,-411.844,1496.928,2816.156,-425.678,1500.329,2761.442,-223.516,1120.075,2782.32,-376.767,1063.009,2657.567,-362.463,1262.807,2531.354,-191.284,980.361,2586.027,-166.674,846.415,0.0,0.0,894.906,2675.895,-441.146,800.011,2914.909,-332.252,1275.294,3025.709,-165.718,1025.93,3012.612,-134.727,827.365,3005.169,-338.242,922.792,3020.52,-371.4,770.494,0.0,0.0,891.75,2688.152,-164.419,915.28,2792.879,-143.367,932.343,2686.807,-376.491,384.253,0.0,0.0,361.744,2677.163,-9.006,223.318,2656.964,-79.302,85.308,2703.949,-109.64,575.846,2962.591,-319.749,0.0,2932.198,-262.48,86.964,2839.559,-59.218,48.16,2876.195,-262.257
1573.127,2650.608,-423.149,1500.157,2816.391,-438.272,1503.261,2763.73,-235.102,1122.951,2781.85,-388.627,1065.794,2657.18,-371.83,1266.026,2533.086,-196.444,986.141,0.0,0.0,847.27,0.0,0.0,897.845,2666.944,-443.913,798.585,2915.003,-346.639,1278.171,3029.021,-184.752,1026.681,3014.448,-156.461,832.335,2997.93,-363.764,926.564,3011.242,-398.814,777.467,2685.604,-359.545,893.683,2690.104,-175.709,917.968,2794.928,-155.243,935.331,2689.018,-391.273,388.151,0.0,0.0,361.586,2683.284,-32.384,214.206,2664.963,-107.598,82.155,2712.642,-139.878,578.421,2959.869,-319.602,0.0,2932.09,-263.353,88.575,2838.495,-58.509,48.206,2876.142,-262.313
1576.098,2650.575,-434.655,1503.963,2816.416,-450.856,1506.72,2765.944,-246.761,1126.398,2781.174,-400.558,1069.151,2656.625,-381.241,1269.826,2534.637,-201.725,992.804,2586.633,-175.168,849.083,0.0,0.0,901.524,2657.719,-446.683,798.196,2914.808,-361.243,1281.706,3031.808,-203.868,1028.462,3016.211,-176.459,838.525,2990.395,-388.502,931.353,3001.923,-425.299,785.957,2686.867,-371.954,896.747,2692.0,-186.831,921.097,2796.868,-167.414,938.827,2691.254,-405.928,392.69,0.0,0.0,361.434,2689.369,-56.534,204.262,2672.971,-136.496,78.989,2721.324,-171.007,581.699,2960.405,-324.2,0.0,2931.855,-264.312,90.675,2838.476,-59.148,48.213,2876.166,-262.453
1579.585,2650.312,-445.895,1508.281,2816.125,-463.475,1510.643,2767.993,-258.523,1130.296,2780.26,-412.543,1073.036,2655.893,-390.518,1274.089,2536.01,-207.046,1000.089,2584.276,-181.744,851.874,0.0,0.0,906.019,2648.262,-449.323,798.867,2914.368,-376.06,1285.758,3034.118,-223.005,1031.06,0.0,0.0,845.647,2982.813,-412.484,936.965,2992.632,-450.788,795.405,2686.82,-382.003,900.372,2693.737,-198.191,925.014,2798.659,-179.744,942.992,2693.521,-420.393,397.707,2822.067,-402.168,361.315,2696.473,-80.41,193.658,2681.026,-166.102,75.84,2729.856,-202.843,585.596,2957.411,-324.693,399.674,2931.633,-265.514,93.256,2838.45,-60.223,48.123,2876.121,-262.981
