M1_X,M1_Y,M1_Z,M2_X,M2_Y,M2_Z,M3_X,M3_Y,M3_Z,M4_X,M4_Y,M4_Z,M5_X,M5_Y,M5_Z,M6_X,M6_Y,M6_Z,M7_X,M7_Y,M7_Z,M8_X,M8_Y,M8_Z,M9_X,M9_Y,M9_Z,M10_X,M10_Y,M10_Z,M11_X,M11_Y,M11_Z,M12_X,M12_Y,M12_Z,M13_X,M13_Y,M13_Z,M14_X,M14_Y,M14_Z,M15_X,M15_Y,M15_Z,M16_X,M16_Y,M16_Z,M17_X,M17_Y,M17_Z,M18_X,M18_Y,M18_Z,M19_X,M19_Y,M19_Z,M20_X,M20_Y,M20_Z,M21_X,M21_Y,M21_Z,M22_X,M22_Y,M22_Z,M23_X,M23_Y,M23_Z,M24_X,M24_Y,M24_Z,M25_X,M25_Y,M25_Z,M26_X,M26_Y,M26_Z,M27_X,M27_Y,M27_Z,M28_X,M28_Y,M28_Z,M29_X,M29_Y,M29_Z,M30_X,M30_Y,M30_Z,M31_X,M31_Y,M31_Z,M32_X,M32_Y,M32_Z,M33_X,M33_Y,M33_Z,M34_X,M34_Y,M34_Z,M35_X,M35_Y,M35_Z,M36_X,M36_Y,M36_Z,M37_X,M37_Y,M37_Z,M38_X,M38_Y,M38_Z,M39_X,M39_Y,M39_Z,M40_X,M40_Y,M40_Z,M41_X,M41_Y,M41_Z,M42_X,M42_Y,M42_Z,M43_X,M43_Y,M43_Z,M44_X,M44_Y,M44_Z,M45_X,M45_Y,M45_Z,M46_X,M46_Y,M46_Z,M47_X,M47_Y,M47_Z,M48_X,M48_Y,M48_Z,M49_X,M49_Y,M49_Z,M50_X,M50_Y,M50_Z,M51_X,M51_Y,M51_Z,M52_X,M52_Y,M52_Z,M53_X,M53_Y,M53_Z
18.635,1530.771,771.903,107.301,1479.538,744.097,116.193,1527.061,638.557,-58.11,1475.624,712.996,-39.353,1513.41,614.48,34.042,1395.94,476.588,40.299,1201.43,349.451,35.675,1258.538,595.971,28.733,1094.866,576.231,160.52,1265.962,573.254,160.854,1347.134,421.009,277.197,1205.891,368.88,308.107,1108.316,333.918,234.066,1103.952,306.301,343.968,908.885,246.652,303.467,870.256,309.899,333.968,978.647,288.016,346.957,802.083,275.403,360.194,831.506,221.894,-104.419,1270.186,562.762,-79.021,1345.663,415.596,-199.278,1243.864,364.641,-231.106,1132.911,302.801,-157.875,1137.456,267.367,-251.787,952.26,165.901,-240.5,902.887,228.726,-254.918,1018.462,244.647,-261.025,866.985,191.171,-263.568,887.646,123.207,151.254,943.031,492.878,18.184,925.281,551.813,131.686,987.374,312.551,-88.832,951.308,484.549,23.856,994.728,299.591,-63.431,997.892,312.376,182.013,625.619,450.332,197.156,453.373,371.814,85.716,420.643,388.003,215.729,323.741,299.035,206.59,70.637,313.791,178.696,9.325,250.527,227.848,28.714,465.601,128.053,37.829,436.817,183.928,39.992,495.654,-141.48,628.039,334.287,-132.82,452.07,390.519,-33.929,431.549,412.066,-133.564,265.307,380.29,-144.161,71.408,295.283,-84.336,10.638,241.46,-183.737,38.394,453.305,-104.783,48.85,445.605,-133.235,34.307,499.209
18.014,1528.977,774.793,106.691,1477.787,746.928,115.395,1525.291,641.356,-58.737,1473.798,715.937,-40.201,1511.556,617.421,33.198,1394.875,479.645,39.322,1201.502,350.897,35.025,1256.73,598.002,27.965,1093.185,576.783,159.834,1264.34,575.258,159.961,1346.627,423.719,276.188,1206.115,370.175,306.995,1108.827,334.239,232.89,1104.822,306.691,342.402,910.072,245.043,302.048,871.089,308.059,332.619,979.566,287.038,345.192,803.022,272.849,358.449,832.861,219.578,-105.142,1268.56,565.015,-79.912,1345.124,418.389,-199.948,1243.499,366.703,-231.432,1132.826,304.116,-158.292,1137.787,268.721,-251.598,952.719,166.284,-239.926,903.102,228.869,-254.862,1018.593,245.364,-260.313,867.296,191.131,-263.067,888.202,123.318,150.369,942.189,491.913,17.345,923.999,550.798,130.968,987.872,311.971,-89.628,950.383,483.619,23.098,995.105,299.006,-64.248,997.999,311.844,182.426,625.456,447.972,197.281,453.353,369.923,85.88,420.64,386.718,215.639,323.514,297.82,206.805,70.461,313.472,178.782,9.081,250.441,227.901,28.879,465.487,128.218,38.069,436.655,184.03,40.192,495.436,-141.793,626.931,334.512,-132.907,451.504,393.149,-34.314,431.187,414.967,-133.494,264.466,382.33,-143.994,71.541,295.575,-84.362,10.76,241.524,-183.691,38.396,453.388,-104.733,48.79,445.667,-133.061,34.285,499.287
17.349,1526.968,777.821,106.01,1475.771,749.805,114.555,1523.255,644.24,-59.417,1471.707,719.056,-41.044,1509.44,620.495,32.263,1393.613,482.811,38.293,1201.466,352.277,34.208,1254.638,600.097,27.044,1091.243,577.347,159.008,1262.471,577.416,159.003,1345.918,426.576,275.112,1206.104,371.565,305.734,1109.139,334.624,231.566,1105.493,307.196,340.69,911.1,243.459,300.414,871.718,306.33,331.096,980.287,286.113,343.233,803.809,270.327,356.382,834.015,217.262,-105.945,1266.715,567.372,-80.842,1344.36,421.278,-200.582,1243.007,368.802,-231.775,1132.558,305.491,-158.683,1137.951,270.085,-251.266,952.893,166.86,-239.452,903.173,229.202,-254.801,1018.521,246.19,-259.678,867.388,191.41,-262.391,888.46,123.657,149.407,941.192,490.745,16.484,922.458,549.59,130.186,988.32,311.162,-90.469,949.218,482.643,22.273,995.461,298.22,-65.074,998.055,311.117,182.918,625.287,445.635,197.453,453.171,368.432,86.036,420.538,385.772,215.507,323.188,296.947,206.992,70.225,313.153,178.85,8.841,250.338,227.94,28.959,465.335,128.359,38.244,436.466,184.124,40.349,495.206,-142.038,625.663,334.735,-132.928,450.891,395.937,-34.711,430.803,418.032,-133.196,263.614,384.53,-143.753,71.709,295.94,-84.43,10.956,241.48,-183.596,38.381,453.472,-104.572,48.681,445.769,-132.919,34.175,499.363
16.62,1524.73,781.021,105.28,1473.588,752.913,113.665,1521.007,647.267,-60.177,1469.447,722.341,-41.919,1507.118,623.757,31.42,1392.227,486.062,37.214,1201.389,353.689,33.322,1252.279,602.294,26.092,1089.049,577.936,158.133,1260.32,579.686,157.999,1345.065,429.579,273.942,1205.907,373.04,304.313,1109.273,335.072,230.082,1106.001,307.816,338.606,911.923,241.919,298.611,872.164,304.707,329.344,980.792,285.262,341.101,804.44,267.829,354.077,835.039,214.94,-106.859,1264.647,569.835,-81.862,1343.461,424.326,-201.265,1242.363,370.922,-232.172,1132.157,306.892,-159.084,1137.951,271.552,-250.757,952.826,167.558,-239.013,902.986,229.882,-254.758,1018.257,247.113,-259.117,867.286,191.973,-261.614,888.441,124.184,148.388,940.117,489.362,15.648,920.687,548.234,129.317,988.737,310.082,-91.387,947.873,481.553,21.301,995.826,297.142,-65.845,998.244,309.9,183.43,625.171,443.343,197.666,452.971,367.313,86.273,420.357,385.302,215.367,322.855,296.428,207.129,69.985,312.828,178.897,8.688,250.157,227.942,28.991,465.179,128.491,38.388,436.322,184.172,40.506,494.996,-142.267,624.353,334.911,-132.816,450.386,398.898,-35.093,430.345,420.949,-132.78,262.797,386.746,-143.55,71.959,296.304,-84.552,11.234,241.456,-183.52,38.369,453.495,-104.421,48.561,445.842,-132.808,34.115,499.412
15.76,1522.405,784.563,104.423,1471.205,756.16,112.712,1518.57,650.453,-61.013,1466.955,725.762,-42.798,1504.581,627.202,30.426,1390.591,489.606,36.115,1201.259,355.17,32.329,1249.641,604.603,25.065,1086.643,578.509,157.157,1257.903,582.115,156.979,1344.093,432.754,272.731,1205.495,374.714,302.735,1109.197,335.671,228.448,1106.3,308.604,336.465,912.635,240.478,296.562,872.349,303.093,327.521,981.097,284.591,338.771,804.918,265.446,351.5,835.944,212.751,-107.879,1262.305,572.424,-82.914,1342.4,427.537,-202.028,1241.549,373.16,-232.591,1131.534,308.389,-159.543,1137.775,273.169,-250.144,952.49,168.482,-238.562,902.596,230.775,-254.666,1017.722,248.172,-258.507,866.931,192.746,-260.749,888.146,124.901,147.278,938.973,487.747,14.766,918.721,546.771,128.359,989.156,308.834,-92.303,946.375,480.36,20.282,996.167,295.928,-66.88,998.264,309.001,183.871,625.177,441.199,197.741,452.835,366.735,86.425,420.086,385.334,215.21,322.612,296.358,207.245,69.87,312.585,178.898,8.565,250.005,227.869,29.023,465.008,128.516,38.517,436.176,184.171,40.668,494.816,-142.401,623.078,335.237,-132.723,449.977,402.052,-35.078,430.571,424.971,-132.414,262.112,388.949,-143.4,72.291,296.629,-84.655,11.711,241.406,-183.486,38.376,453.524,-104.272,48.459,445.925,-132.768,34.081,499.459
14.892,1519.821,788.078,103.55,1468.611,759.583,111.757,1515.917,653.883,-61.887,1464.253,729.4,-43.712,1501.847,630.759,29.432,1388.74,493.465,35.03,1201.116,356.747,31.318,1246.679,607.061,24.035,1083.998,579.092,156.121,1255.18,584.659,155.932,1342.939,436.2,271.499,1204.875,376.515,301.046,1108.884,336.402,226.689,1106.402,309.529,334.088,913.127,239.223,294.309,872.292,301.599,325.414,981.2,284.001,336.268,805.177,263.192,348.852,836.651,210.715,-108.888,1259.647,575.138,-83.987,1341.209,430.987,-202.887,1240.484,375.543,-233.125,1130.76,310.0,-160.016,1137.41,274.923,-249.425,951.904,169.503,-238.073,902.032,231.843,-254.592,1016.968,249.338,-257.83,866.309,193.714,-259.739,887.511,125.848,146.095,937.735,485.904,13.932,916.543,545.167,127.304,989.59,307.388,-93.224,944.772,479.087,19.169,996.526,294.607,-68.008,998.312,308.007,184.266,625.324,439.346,197.475,452.736,366.839,86.372,419.664,385.982,215.035,322.473,296.77,207.375,69.794,312.448,178.931,8.487,249.908,227.797,29.066,464.884,128.539,38.619,436.027,184.15,40.824,494.7,-142.394,621.879,335.711,-132.656,449.632,405.201,-35.32,430.44,428.01,-132.16,261.607,391.025,-143.312,72.686,296.912,-84.744,12.204,241.423,-183.469,38.427,453.549,-104.152,48.411,445.992,-132.747,34.084,499.489
14.019,1516.989,791.764,102.641,1465.772,763.229,110.82,1513.01,657.49,-62.813,1461.322,733.159,-44.734,1498.844,634.45,28.447,1386.705,497.612,33.89,1200.878,358.551,30.278,1243.399,609.658,23.055,1081.084,579.643,155.061,1252.136,587.322,154.943,1341.604,439.908,270.043,1203.948,378.571,299.315,1108.326,337.303,224.87,1106.214,310.662,331.571,913.375,238.152,291.953,871.989,300.203,323.265,981.069,283.673,333.659,805.14,261.052,346.091,837.118,208.86,-109.901,1256.672,577.926,-85.15,1339.821,434.711,-203.86,1239.127,378.145,-233.724,1129.678,311.814,-160.535,1136.782,276.933,-248.679,951.051,170.653,-237.567,901.185,233.078,-254.507,1015.928,250.684,-256.993,865.403,194.89,-258.632,886.505,126.937,144.959,936.462,483.926,13.141,914.18,543.466,126.178,990.032,305.91,-94.091,943.028,477.714,17.957,996.831,293.286,-69.186,998.355,306.905,184.58,625.557,437.768,196.713,452.585,367.649,86.105,419.244,387.163,214.868,322.402,297.735,207.457,69.782,312.433,178.984,8.431,249.904,227.691,29.133,464.839,128.514,38.734,435.943,184.129,40.975,494.559,-141.906,620.62,336.41,-132.617,449.443,408.355,-35.566,430.4,430.976,-132.114,261.248,392.956,-143.252,73.135,297.232,-84.812,12.699,241.541,-183.451,38.448,453.493,-104.063,48.409,446.024,-132.722,34.102,499.549
13.131,1513.837,795.465,101.768,1462.646,767.097,109.851,1509.771,661.332,-63.717,1458.086,737.139,-45.72,1495.497,638.334,27.356,1384.321,502.097,32.704,1200.511,360.448,29.296,1239.788,612.389,22.126,1077.878,580.11,154.047,1248.783,590.136,153.942,1340.047,443.842,268.737,1202.716,380.772,297.516,1107.429,338.485,222.994,1105.71,311.977,329.047,913.356,237.165,289.499,871.435,298.974,321.006,980.68,283.456,330.89,804.854,259.071,343.217,837.339,207.12,-110.899,1253.341,580.926,-86.323,1338.202,438.719,-204.79,1237.316,381.06,-234.353,1128.238,313.852,-161.073,1135.829,279.187,-247.924,949.84,171.927,-236.946,900.025,234.348,-254.399,1014.579,252.198,-256.049,864.155,196.173,-257.422,885.071,128.171,143.864,935.139,481.783,12.448,911.704,541.617,124.976,990.486,304.286,-94.863,941.172,476.268,16.69,997.135,291.839,-70.393,998.326,305.756,184.863,625.979,436.71,195.701,452.357,369.027,85.579,419.035,388.779,214.607,322.387,299.2,207.485,69.785,312.47,179.053,8.384,249.962,227.611,29.215,464.801,128.477,38.789,435.864,184.109,41.102,494.463,-141.997,619.408,336.914,-132.663,449.295,411.5,-35.931,430.467,433.949,-132.262,260.924,394.827,-143.176,73.568,297.538,-84.836,13.177,241.724,-183.405,38.503,453.52,-103.952,48.412,446.091,-132.672,34.111,499.582
12.255,1510.378,799.293,100.926,1459.231,771.132,108.894,1506.178,665.235,-64.554,1454.486,741.236,-46.698,1491.744,642.332,26.284,1381.64,506.798,31.495,1199.995,362.489,28.368,1235.729,615.202,21.232,1074.346,580.46,153.067,1245.006,593.065,152.903,1338.247,447.945,267.152,1201.076,383.261,295.705,1106.145,339.873,221.055,1104.858,313.541,326.402,913.01,236.343,286.956,870.58,297.906,318.671,979.949,283.408,328.03,804.261,257.168,340.256,837.213,205.53,-111.858,1249.582,583.978,-87.599,1336.339,442.94,-205.807,1235.136,384.217,-234.93,1126.282,316.185,-161.617,1134.502,281.628,-247.186,948.293,173.223,-236.116,898.425,235.6,-254.239,1012.808,253.869,-255.012,862.54,197.503,-256.096,883.297,129.482,142.778,933.668,479.436,11.837,909.049,539.647,123.719,990.92,302.568,-95.534,939.117,474.631,15.352,997.362,290.381,-71.696,998.135,304.55,184.937,626.522,436.071,194.525,452.097,370.929,84.979,419.032,390.641,214.17,322.404,301.206,207.458,69.863,312.598,179.068,8.344,250.027,227.555,29.34,464.752,128.428,38.772,435.767,184.093,41.257,494.338,-142.139,618.147,337.396,-132.699,449.076,414.595,-36.288,430.503,437.075,-132.539,260.577,396.537,-143.075,73.881,297.825,-84.851,13.592,241.889,-183.312,38.537,453.561,-103.925,48.416,446.128,-132.618,34.086,499.616
11.379,1506.585,803.261,100.057,1455.448,775.198,107.872,1502.161,669.211,-65.446,1450.568,745.405,-47.731,1487.618,646.415,25.194,1378.649,511.647,30.207,1199.28,364.611,27.404,1231.306,618.143,20.361,1070.522,580.788,152.078,1240.85,596.071,151.778,1336.138,452.189,265.746,1199.093,385.77,293.797,1104.462,341.388,219.096,1103.684,315.19,323.685,912.333,235.596,284.359,869.379,296.919,316.273,978.818,283.455,325.04,803.338,255.31,337.167,836.778,203.934,-112.816,1245.455,587.228,-88.949,1334.179,447.316,-206.911,1232.5,387.554,-235.495,1123.848,318.789,-162.179,1132.743,284.22,-246.529,946.386,174.641,-235.282,896.441,236.964,-254.046,1010.632,255.662,-253.864,860.519,198.783,-254.785,881.233,130.792,141.674,932.09,476.89,11.275,906.272,537.448,122.375,991.367,300.675,-96.168,936.89,472.847,13.984,997.531,288.89,-72.977,997.842,303.349,184.725,627.123,435.853,193.102,451.852,373.464,84.306,419.25,393.056,213.474,322.442,303.739,207.257,70.017,312.668,179.064,8.359,250.026,227.44,29.472,464.686,128.326,38.7,435.703,184.013,41.412,494.167,-142.192,616.712,337.838,-132.877,448.761,417.552,-36.774,430.404,440.321,-132.936,260.078,398.197,-143.011,74.104,297.961,-84.858,13.921,241.93,-183.193,38.56,453.544,-103.879,48.429,446.15,-132.554,34.081,499.63
10.5,1502.451,807.26,99.144,1451.279,779.289,106.817,1497.685,673.124,-66.355,1446.225,749.623,-48.781,1483.057,650.551,24.052,1375.223,516.63,28.802,1198.264,366.861,26.487,1226.483,621.089,19.519,1066.366,580.978,151.088,1236.306,599.197,150.627,1333.686,456.545,264.245,1196.703,388.424,291.844,1102.417,343.022,217.069,1102.148,317.033,320.956,911.308,234.936,281.727,867.828,296.006,313.87,977.345,283.639,321.92,802.092,253.441,334.0,835.997,202.365,-113.752,1240.906,590.567,-90.37,1331.639,451.84,-208.063,1229.405,391.17,-235.962,1120.961,321.538,-162.741,1130.575,286.985,-245.891,944.186,176.173,-234.435,894.082,238.462,-253.872,1008.081,257.62,-252.716,858.173,200.137,-253.458,878.91,132.186,140.617,930.371,474.051,10.8,903.386,535.036,120.956,991.71,298.715,-96.832,934.498,471.028,12.606,997.569,287.327,-74.281,997.36,302.147,184.187,627.783,435.952,191.378,451.625,376.643,83.455,419.446,395.917,212.572,322.51,306.706,207.008,70.229,312.752,179.03,8.431,250.002,227.296,29.683,464.526,128.195,38.64,435.616,183.935,41.587,493.946,-142.147,615.22,338.25,-133.142,448.346,420.576,-37.168,430.211,443.734,-133.288,259.49,399.861,-143.019,74.294,298.018,-84.935,14.184,241.929,-183.061,38.621,453.512,-103.854,48.46,446.153,-132.461,34.099,499.606
9.58,1497.929,811.281,98.177,1446.628,783.289,105.755,1492.66,676.991,-67.323,1441.45,753.862,-49.865,1477.938,654.664,22.893,1371.309,521.744,27.284,1196.898,369.21,25.511,1221.221,624.092,18.663,1061.853,581.094,150.027,1231.332,602.34,149.464,1330.81,460.989,262.681,1193.886,391.122,289.854,1099.993,344.722,215.019,1100.184,319.002,318.31,909.878,234.406,279.018,865.912,295.172,311.431,975.506,283.867,318.684,800.42,251.613,330.774,834.838,200.856,-114.686,1235.911,594.019,-91.825,1328.654,456.504,-209.248,1225.882,394.903,-236.366,1117.665,324.501,-163.302,1127.966,289.89,-245.302,941.647,177.908,-233.65,891.357,240.041,-253.674,1005.152,259.755,-251.633,855.474,201.58,-252.177,876.37,133.671,139.577,928.452,471.032,10.35,900.365,532.361,119.516,991.854,296.675,-97.519,931.832,469.088,11.178,997.355,285.815,-75.578,996.575,301.04,183.27,628.493,436.303,189.702,451.45,380.622,82.359,419.589,399.514,211.524,322.657,310.14,206.656,70.487,312.799,178.971,8.513,249.933,227.094,29.924,464.309,128.014,38.57,435.534,183.806,41.78,493.716,-141.971,613.612,338.657,-133.485,447.757,423.593,-37.607,429.865,447.236,-133.636,258.812,401.625,-143.037,74.516,298.105,-85.029,14.478,241.916,-183.025,38.68,453.507,-103.848,48.469,446.121,-132.448,34.141,499.547
8.618,1492.858,815.121,97.19,1441.456,787.268,104.669,1487.045,680.753,-68.376,1436.182,758.079,-50.976,1472.276,658.708,21.678,1366.826,526.917,25.685,1195.037,371.64,24.506,1215.47,627.099,17.792,1056.853,581.151,148.952,1225.832,605.495,148.423,1327.501,465.495,261.12,1190.635,393.922,287.844,1097.162,346.533,212.935,1097.795,321.016,315.754,908.017,234.078,276.228,863.508,294.274,309.071,973.253,284.324,315.354,798.288,249.806,327.565,833.275,199.491,-115.691,1230.393,597.561,-93.263,1325.095,461.292,-210.394,1221.911,398.749,-236.721,1114.006,327.589,-163.726,1124.907,292.977,-244.718,938.736,179.825,-232.961,888.246,241.732,-253.53,1001.865,262.077,-250.6,852.402,203.025,-251.0,873.565,135.22,138.566,926.251,467.823,9.966,897.06,529.492,118.11,991.68,294.662,-98.326,928.803,467.076,9.755,996.86,284.311,-76.844,995.453,299.918,182.085,629.221,436.835,188.563,451.189,385.451,81.196,419.779,403.696,210.455,322.765,313.907,206.344,70.782,312.902,178.906,8.6,249.911,226.924,30.117,464.094,127.871,38.536,435.502,183.709,41.922,493.559,-141.699,611.838,339.001,-133.844,447.068,426.73,-38.007,429.302,450.651,-133.906,258.12,403.464,-143.085,74.827,298.306,-85.13,14.919,241.913,-183.033,38.671,453.488,-103.836,48.469,446.158,-132.423,34.122,499.535
7.658,1487.299,818.887,96.19,1435.731,791.148,103.616,1480.813,684.439,-69.48,1430.348,762.187,-52.085,1465.943,662.626,20.459,1361.751,532.105,23.95,1192.614,374.126,23.441,1209.153,630.123,16.94,1051.355,581.214,147.811,1219.805,608.727,147.234,1323.565,470.071,259.501,1186.912,396.804,285.859,1093.854,348.378,210.888,1094.923,323.038,313.304,905.67,233.929,273.437,860.693,293.495,306.75,970.544,284.877,311.95,795.664,248.066,324.443,831.244,198.282,-116.697,1224.302,601.254,-94.715,1320.919,466.201,-211.442,1217.525,402.664,-237.074,1109.945,330.713,-164.125,1121.392,296.222,-244.158,935.37,181.883,-232.325,884.665,243.505,-253.409,998.142,264.573,-249.624,848.909,204.562,-249.973,870.453,136.825,137.699,923.749,464.586,9.688,893.429,526.392,116.715,991.192,292.576,-99.163,925.323,465.055,8.337,995.983,282.766,-78.105,993.934,298.835,180.713,630.045,437.586,187.625,450.76,390.814,80.268,419.896,408.419,209.518,322.909,317.987,206.054,71.118,313.071,178.862,8.711,249.944,226.751,30.243,463.945,127.715,38.522,435.451,183.639,42.021,493.47,-141.358,609.823,339.278,-134.112,446.315,429.958,-38.219,428.574,454.233,-134.062,257.465,405.342,-143.152,75.264,298.595,-85.199,15.486,241.991,-183.052,38.683,453.513,-103.825,48.471,446.179,-132.416,34.093,499.578
6.716,1481.165,822.466,95.226,1429.552,794.999,102.544,1473.968,688.016,-70.537,1423.945,766.253,-53.197,1458.994,666.422,19.168,1356.033,537.346,22.182,1189.61,376.652,22.446,1202.186,633.13,16.195,1045.264,581.293,146.661,1213.184,611.956,145.96,1318.971,474.67,257.904,1182.704,399.703,283.903,1090.09,350.279,208.901,1091.537,325.048,310.953,902.816,233.925,270.68,857.347,292.751,304.46,967.408,285.519,308.512,792.53,246.433,321.397,828.709,197.231,-117.722,1217.562,605.046,-96.193,1316.067,471.278,-212.456,1212.634,406.648,-237.464,1105.426,333.903,-164.582,1117.383,299.529,-243.629,931.539,184.08,-230.825,880.306,244.368,-253.307,993.887,267.116,-248.617,844.927,206.104,-248.991,866.955,138.55,137.043,920.829,461.378,9.539,889.311,523.189,115.308,990.27,290.355,-99.947,921.323,462.909,6.906,994.746,281.12,-79.41,992.085,297.712,179.451,630.915,438.974,186.741,450.303,396.633,79.807,419.883,413.558,208.776,323.097,322.226,205.779,71.468,313.291,178.803,8.873,250.028,226.623,30.339,463.842,127.602,38.549,435.498,183.558,42.128,493.453,-141.14,607.562,339.422,-134.161,445.51,433.4,-38.156,427.717,457.865,-133.992,256.865,407.305,-143.224,75.843,298.857,-85.273,16.152,242.111,-183.054,38.715,453.493,-103.8,48.49,446.214,-132.412,34.101,499.577
5.75,1474.519,825.884,94.205,1422.779,798.692,101.481,1466.508,691.464,-71.661,1416.97,770.182,-54.339,1451.369,670.096,17.82,1349.67,542.524,20.407,1186.07,379.128,21.439,1194.538,636.098,15.494,1038.55,581.366,145.532,1205.91,615.137,144.603,1313.725,479.273,256.33,1177.978,402.597,282.015,1085.784,352.142,206.961,1087.665,326.965,308.654,899.426,233.975,267.98,853.467,292.201,302.279,963.657,286.212,305.093,788.881,244.895,318.418,825.687,196.286,-118.695,1210.082,608.843,-97.717,1310.511,476.464,-213.489,1207.181,410.691,-237.91,1100.375,337.04,-165.145,1112.909,302.879,-243.124,927.18,186.292,-230.995,875.934,247.168,-253.192,989.041,269.686,-247.618,840.363,207.634,-248.121,862.968,140.216,136.573,917.346,458.162,9.504,884.642,519.871,113.903,988.807,288.05,-100.588,916.763,460.741,5.432,993.066,279.401,-80.729,989.859,296.549,177.822,631.594,440.166,185.939,449.852,402.634,79.602,419.565,419.261,208.214,323.345,326.542,205.587,71.824,313.578,178.739,9.075,250.18,226.569,30.393,463.827,127.566,38.568,435.56,183.525,42.173,493.504,-141.09,605.089,339.498,-133.971,444.611,437.12,-37.422,427.055,462.268,-133.792,256.309,409.333,-143.338,76.478,299.07,-85.469,16.987,242.144,-183.01,38.75,453.469,-103.792,48.477,446.185,-132.4,34.098,499.541
4.769,1467.263,829.069,93.186,1415.384,802.263,100.336,1458.449,694.72,-72.647,1409.375,773.927,-55.482,1443.141,673.617,16.411,1342.65,547.643,18.731,1182.004,381.522,20.434,1186.177,639.017,14.858,1031.158,581.353,144.385,1197.975,618.239,143.163,1307.872,483.763,254.724,1172.666,405.415,280.159,1080.9,353.973,205.131,1083.246,328.802,306.342,895.449,234.046,265.321,849.067,291.686,300.106,959.348,286.932,301.679,784.693,243.397,315.483,822.069,195.4,-119.627,1201.836,612.601,-99.328,1304.298,481.647,-214.597,1201.143,414.773,-238.487,1094.674,340.211,-165.884,1107.905,306.171,-242.684,922.288,188.44,-230.373,870.673,248.968,-253.161,983.58,272.251,-246.592,835.238,209.06,-247.273,858.403,141.788,136.341,913.218,455.022,9.525,879.367,516.4,112.418,986.848,285.508,-101.192,911.615,458.451,4.004,990.884,277.64,-82.054,987.296,295.354,176.02,632.017,441.425,185.14,449.327,408.717,79.047,418.776,425.254,207.853,323.573,330.81,205.546,72.172,313.906,178.694,9.312,250.272,226.595,30.398,463.923,127.637,38.62,435.577,183.536,42.179,493.554,-141.289,602.528,339.755,-133.824,443.636,441.127,-36.753,426.184,466.012,-133.524,255.733,411.619,-143.511,77.122,299.285,-85.815,17.901,241.98,-182.92,38.8,453.409,-103.747,48.453,446.151,-132.391,34.103,499.535
3.807,1459.505,832.173,92.172,1407.411,805.662,99.188,1449.804,697.819,-73.724,1401.181,777.625,-56.642,1434.294,676.977,14.979,1335.008,552.64,17.232,1177.302,383.88,19.565,1177.137,641.789,14.337,1023.18,581.245,143.317,1189.437,621.201,141.701,1301.351,488.29,253.203,1166.721,408.218,278.434,1075.439,355.779,203.436,1078.239,330.638,304.146,890.888,234.068,262.752,844.101,291.184,298.047,954.418,287.646,298.629,779.936,242.019,312.076,817.678,194.144,-120.448,1192.853,616.276,-100.971,1297.51,486.794,-215.793,1194.369,418.981,-239.238,1088.277,343.422,-166.819,1102.3,309.342,-242.378,916.796,190.393,-229.54,864.816,250.547,-253.178,977.455,274.742,-245.586,829.523,210.44,-246.483,853.202,143.278,136.507,908.493,452.126,9.62,873.483,512.909,111.377,983.876,283.509,-101.602,906.007,456.172,2.646,988.134,275.884,-83.317,984.336,294.096,174.135,632.164,442.73,184.32,448.623,414.791,78.333,417.476,431.497,207.636,323.725,335.025,205.715,72.464,314.126,178.684,9.451,250.337,226.652,30.389,463.937,127.794,38.701,435.572,183.621,42.218,493.56,-141.767,599.639,340.196,-133.575,442.527,445.541,-35.893,425.385,469.609,-133.145,255.024,414.289,-143.737,77.79,299.602,-86.345,18.867,241.779,-182.794,38.882,453.411,-103.623,48.426,446.197,-132.273,34.097,499.568
2.817,1451.283,835.257,91.123,1398.928,808.915,97.994,1440.583,700.734,-74.722,1392.485,781.147,-57.821,1424.841,680.218,13.561,1326.725,557.499,15.947,1171.936,386.204,18.774,1167.449,644.382,13.829,1014.623,580.979,142.264,1180.251,623.982,140.298,1294.217,492.696,251.767,1160.105,410.884,276.793,1069.289,357.517,201.82,1072.559,332.413,302.005,885.684,234.046,260.237,838.565,290.64,296.011,948.844,288.239,295.398,774.607,240.524,309.196,812.822,193.135,-121.144,1183.214,619.778,-102.634,1290.029,491.805,-217.17,1186.782,423.214,-240.128,1081.135,346.587,-167.951,1095.993,312.457,-242.176,910.596,192.178,-228.881,858.31,251.947,-253.287,970.642,277.124,-244.602,823.168,211.598,-245.739,847.201,144.585,136.463,902.91,449.167,9.64,866.939,509.378,109.416,979.999,282.117,-101.945,899.925,453.712,1.398,984.671,274.252,-84.377,980.588,293.478,172.185,631.844,443.976,183.331,447.605,420.769,77.528,415.836,437.641,207.569,323.758,339.338,205.976,72.678,314.214,178.781,9.498,250.305,226.715,30.352,463.891,127.961,38.867,435.465,183.637,42.331,493.414,-142.491,596.576,341.006,-133.136,441.336,450.183,-34.976,424.7,473.219,-132.68,254.226,417.105,-144.077,78.4,300.016,-86.961,19.689,241.565,-182.72,38.885,453.518,-103.601,48.457,446.265,-132.188,34.076,499.577
