
Frames	Subject0005:ARIEL X	Subject0005:ARIEL Y	Subject0005:ARIEL Z		Subject0005:LFHD X	Subject0005:LFHD Y	Subject0005:LFHD Z		Subject0005:LBHD X	Subject0005:LBHD Y	Subject0005:LBHD Z		Subject0005:RFHD X	Subject0005:RFHD Y	Subject0005:RFHD Z		Subject0005:RBHD X	Subject0005:RBHD Y	Subject0005:RBHD Z		Subject0005:C7 X	Subject0005:C7 Y	Subject0005:C7 Z		Subject0005:T10 X	Subject0005:T10 Y	Subject0005:T10 Z		Subject0005:CLAV X	Subject0005:CLAV Y	Subject0005:CLAV Z		Subject0005:STRN X	Subject0005:STRN Y	Subject0005:STRN Z		Subject0005:LFSH X	Subject0005:LFSH Y	Subject0005:LFSH Z		Subject0005:LBSH X	Subject0005:LBSH Y	Subject0005:LBSH Z		Subject0005:LUPA X	Subject0005:LUPA Y	Subject0005:LUPA Z		Subject0005:LELB X	Subject0005:LELB Y	Subject0005:LELB Z		Subject0005:LIEL X	Subject0005:LIEL Y	Subject0005:LIEL Z		Subject0005:LOWR X	Subject0005:LOWR Y	Subject0005:LOWR Z		Subject0005:LIWR X	Subject0005:LIWR Y	Subject0005:LIWR Z		Subject0005:LWRE X	Subject0005:LWRE Y	Subject0005:LWRE Z		Subject0005:LIHAND X	Subject0005:LIHAND Y	Subject0005:LIHAND Z		Subject0005:LOHAND X	Subject0005:LOHAND Y	Subject0005:LOHAND Z		Subject0005:RFSH X	Subject0005:RFSH Y	Subject0005:RFSH Z		Subject0005:RBSH X	Subject0005:RBSH Y	Subject0005:RBSH Z		Subject0005:RUPA X	Subject0005:RUPA Y	Subject0005:RUPA Z		Subject0005:RELB X	Subject0005:RELB Y	Subject0005:RELB Z		Subject0005:RIEL X	Subject0005:RIEL Y	Subject0005:RIEL Z		Subject0005:ROWR X	Subject0005:ROWR Y	Subject0005:ROWR Z		Subject0005:RIWR X	Subject0005:RIWR Y	Subject0005:RIWR Z		Subject0005:RWRE X	Subject0005:RWRE Y	Subject0005:RWRE Z		Subject0005:RIHAND X	Subject0005:RIHAND Y	Subject0005:RIHAND Z		Subject0005:ROHAND X	Subject0005:ROHAND Y	Subject0005:ROHAND Z		Subject0005:LFWT X	Subject0005:LFWT Y	Subject0005:LFWT Z		Subject0005:LMWT X	Subject0005:LMWT Y	Subject0005:LMWT Z		Subject0005:LBWT X	Subject0005:LBWT Y	Subject0005:LBWT Z		Subject0005:RFWT X	Subject0005:RFWT Y	Subject0005:RFWT Z		Subject0005:RMWT X	Subject0005:RMWT Y	Subject0005:RMWT Z		Subject0005:RBWT X	Subject0005:RBWT Y	Subject0005:RBWT Z		Subject0005:LHIP X	Subject0005:LHIP Y	Subject0005:LHIP Z		Subject0005:LKNE X	Subject0005:LKNE Y	Subject0005:LKNE Z		Subject0005:LKNI X	Subject0005:LKNI Y	Subject0005:LKNI Z		Subject0005:LSHN X	Subject0005:LSHN Y	Subject0005:LSHN Z		Subject0005:LANK X	Subject0005:LANK Y	Subject0005:LANK Z		Subject0005:LHEL X	Subject0005:LHEL Y	Subject0005:LHEL Z		Subject0005:LMT5 X	Subject0005:LMT5 Y	Subject0005:LMT5 Z		Subject0005:LMT1 X	Subject0005:LMT1 Y	Subject0005:LMT1 Z		Subject0005:LTOE X	Subject0005:LTOE Y	Subject0005:LTOE Z		Subject0005:RHIP X	Subject0005:RHIP Y	Subject0005:RHIP Z		Subject0005:RKNE X	Subject0005:RKNE Y	Subject0005:RKNE Z		Subject0005:RKNI X	Subject0005:RKNI Y	Subject0005:RKNI Z		Subject0005:RSHN X	Subject0005:RSHN Y	Subject0005:RSHN Z		Subject0005:RANK X	Subject0005:RANK Y	Subject0005:RANK Z		Subject0005:RHEL X	Subject0005:RHEL Y	Subject0005:RHEL Z		Subject0005:RMT5 X	Subject0005:RMT5 Y	Subject0005:RMT5 Z		Subject0005:RMT1 X	Subject0005:RMT1 Y	Subject0005:RMT1 Z		Subject0005:RTOE X	Subject0005:RTOE Y	Subject0005:RTOE Z	
  22	    1350.859	    1755.277	    -177.206		    1429.317	    1687.187	    -157.655		    1432.582	    1640.484	    -263.802		    1263.492	    1686.544	    -176.524		    1275.023	    1636.857	    -271.299		    1328.751	    1484.624	    -305.639		    1326.701	    1260.487	    -346.791		    1325.367	    1399.736	    -139.771		    1312.673	    1236.351	    -101.257		    1447.891	    1398.014	    -161.649		    1453.815	    1415.293	    -331.773		    1560.823	    1250.801	    -307.181		    1584.004	    1149.045	    -289.368		    1509.021	    1134.802	    -307.145		    1618.407	     930.862	    -278.130		    1577.789	     923.517	    -203.317		    1608.618	    1013.494	    -271.298		    1612.896	     842.132	    -209.369		    1625.991	     847.830	    -269.657		    1188.946	    1410.552	    -172.373		    1210.052	    1415.419	    -341.855		    1083.507	    1292.883	    -318.616		    1053.582	    1163.842	    -294.128		    1124.772	    1146.663	    -328.844		    1044.487	     935.289	    -265.863		    1078.509	     935.625	    -192.715		    1039.371	    1038.188	    -253.396		    1068.303	     879.361	    -199.736		    1050.448	     857.812	    -264.746		    1439.675	    1069.162	    -127.275		    1306.886	    1060.079	     -69.575		    1419.409	    1063.281	    -307.116		    1197.631	    1060.398	    -138.124		    1312.603	    1061.402	    -320.163		    1225.745	    1061.317	    -308.757		    1510.218	     739.178	    -113.951		    1534.002	     559.925	    -172.611		    1436.590	     515.875	    -140.601		    1558.646	     441.202	    -259.592		    1586.221	     182.681	    -287.035		    1535.369	     147.936	    -352.678		    1636.484	      55.803	    -196.596		    1539.660	      69.432	    -192.117		    1604.998	      50.460	    -159.992		    1204.246	     692.613	    -242.438		    1248.550	     525.225	    -182.972		    1344.392	     525.997	    -156.924		    1289.815	     339.037	    -209.029		    1330.535	     151.598	    -317.134		    1398.731	     157.190	    -387.006		    1361.445	      31.642	    -207.619		    1422.901	      74.504	    -212.020		    1415.864	      34.162	    -167.954	
  23	    1343.843	    1764.197	    -175.770		    1422.519	    1696.300	    -156.449		    1425.578	    1649.582	    -262.625		    1256.594	    1695.291	    -174.827		    1268.087	    1645.602	    -269.529		    1322.199	    1493.984	    -303.930		    1320.849	    1269.929	    -344.492		    1318.800	    1410.017	    -138.122		    1306.592	    1246.720	     -99.293		    1441.429	    1409.074	    -159.262		    1447.371	    1425.149	    -329.669		    1554.643	    1261.843	    -305.162		    1578.222	    1159.847	    -287.086		    1503.198	    1145.720	    -304.776		    1612.110	     941.052	    -273.873		    1571.200	     934.709	    -199.173		    1602.604	    1024.282	    -267.955		    1604.004	     852.140	    -205.077		    1617.514	     857.537	    -265.175		    1182.348	    1419.998	    -171.032		    1204.055	    1424.285	    -340.248		    1077.747	    1302.209	    -318.663		    1047.625	    1173.080	    -294.476		    1119.100	    1156.059	    -328.793		    1039.167	     943.634	    -267.284		    1072.544	     944.090	    -193.844		    1033.132	    1047.076	    -254.376		    1064.711	     887.306	    -202.033		    1048.458	     866.207	    -267.482		    1433.221	    1079.034	    -124.907		    1300.606	    1070.084	     -67.402		    1413.564	    1073.467	    -304.580		    1191.565	    1070.801	    -136.231		    1306.750	    1071.807	    -318.160		    1219.877	    1071.771	    -306.707		    1504.691	     748.484	    -112.365		    1527.046	     569.124	    -170.301		    1430.698	     524.511	    -135.828		    1551.428	     449.877	    -256.647		    1580.258	     191.581	    -283.738		    1529.135	     155.594	    -348.436		    1633.353	      66.902	    -192.531		    1536.215	      78.239	    -188.135		    1601.964	      60.910	    -155.783		    1196.103	     702.954	    -242.360		    1237.659	     534.161	    -182.493		    1333.689	     533.935	    -154.667		    1278.121	     347.271	    -205.829		    1318.886	     157.023	    -311.250		    1385.964	     165.685	    -381.409		    1357.050	      30.260	    -205.588		    1414.892	      79.901	    -208.063		    1410.942	      33.790	    -168.355	
  24	    1336.631	    1772.489	    -174.465		    1415.565	    1704.873	    -155.260		    1418.424	    1657.907	    -261.303		    1249.635	    1703.406	    -173.113		    1260.917	    1653.482	    -267.776		    1315.571	    1502.687	    -301.875		    1315.127	    1278.732	    -342.374		    1312.087	    1419.055	    -136.194		    1300.462	    1255.727	     -97.375		    1434.851	    1418.934	    -156.637		    1440.973	    1434.388	    -327.308		    1548.658	    1272.199	    -302.903		    1572.636	    1169.940	    -284.549		    1497.614	    1155.919	    -302.462		    1605.928	     950.553	    -269.617		    1564.663	     945.195	    -195.058		    1596.796	    1034.285	    -264.510		    1595.317	     861.704	    -200.668		    1609.279	     866.651	    -260.605		    1175.702	    1428.226	    -169.399		    1197.975	    1432.474	    -338.363		    1071.943	    1310.439	    -318.052		    1041.607	    1181.283	    -294.391		    1113.323	    1164.527	    -328.552		    1033.797	     951.183	    -268.967		    1066.212	     951.657	    -195.005		    1026.909	    1054.932	    -255.438		    1060.650	     894.667	    -204.205		    1046.030	     873.963	    -270.166		    1426.819	    1087.699	    -122.847		    1294.278	    1078.796	     -65.575		    1407.754	    1082.877	    -302.616		    1185.531	    1079.969	    -134.853		    1301.192	    1081.137	    -317.511		    1214.060	    1081.150	    -305.194		    1498.910	     757.167	    -110.250		    1520.343	     577.439	    -166.829		    1424.836	     532.803	    -130.344		    1544.297	     458.311	    -253.328		    1574.014	     200.372	    -280.812		    1523.672	     163.295	    -345.381		    1629.265	      77.965	    -188.102		    1531.863	      87.645	    -183.721		    1597.865	      71.656	    -151.300		    1188.339	     712.220	    -241.946		    1227.154	     542.431	    -181.074		    1323.211	     541.201	    -151.715		    1266.801	     354.732	    -202.121		    1307.417	     163.011	    -306.392		    1374.300	     173.530	    -376.581		    1347.735	      31.179	    -203.806		    1405.068	      84.186	    -204.102		    1402.809	      33.602	    -168.549	
  25	    1329.337	    1780.171	    -173.271		    1408.491	    1712.863	    -154.060		    1411.110	    1665.477	    -259.924		    1242.516	    1710.856	    -171.394		    1253.605	    1660.584	    -265.855		    1308.866	    1510.745	    -299.469		    1309.450	    1286.924	    -340.467		    1305.280	    1426.811	    -133.892		    1294.241	    1263.328	     -95.570		    1428.084	    1427.514	    -153.789		    1434.664	    1443.045	    -324.635		    1542.919	    1281.794	    -300.395		    1567.239	    1179.255	    -281.778		    1492.318	    1165.326	    -300.205		    1599.883	     959.343	    -265.289		    1558.131	     954.912	    -190.900		    1591.058	    1043.542	    -260.933		    1586.903	     870.640	    -196.155		    1601.311	     875.150	    -255.958		    1169.011	    1435.377	    -167.504		    1191.755	    1440.087	    -336.198		    1066.138	    1317.691	    -316.788		    1035.610	    1188.552	    -294.132		    1107.482	    1172.156	    -328.144		    1028.518	     957.942	    -270.730		    1059.599	     958.299	    -196.148		    1020.715	    1061.794	    -256.583		    1055.882	     901.346	    -206.217		    1043.026	     881.002	    -272.669		    1420.417	    1095.252	    -121.064		    1287.926	    1086.237	     -64.140		    1401.953	    1091.295	    -301.077		    1179.454	    1087.815	    -133.833		    1295.280	    1089.510	    -315.855		    1208.277	    1089.421	    -304.191		    1492.703	     765.221	    -107.528		    1514.120	     585.212	    -162.442		    1418.814	     540.284	    -125.314		    1537.332	     466.447	    -249.563		    1567.542	     208.760	    -278.100		    1517.993	     170.817	    -342.751		    1624.040	      87.961	    -184.293		    1526.467	      96.455	    -180.071		    1592.827	      81.275	    -147.368		    1180.789	     720.385	    -240.990		    1217.297	     550.005	    -178.478		    1313.078	     547.776	    -148.138		    1256.002	     361.603	    -198.305		    1295.692	     169.837	    -303.103		    1363.394	     180.315	    -372.422		    1333.090	      36.682	    -201.344		    1391.675	      87.745	    -200.386		    1388.105	      35.616	    -166.819	
  26	    1321.896	    1787.184	    -172.166		    1401.293	    1720.206	    -152.863		    1403.672	    1672.283	    -258.457		    1235.300	    1717.651	    -169.601		    1246.357	    1666.944	    -263.680		    1302.111	    1518.135	    -296.739		    1303.766	    1294.507	    -338.700		    1298.362	    1433.384	    -131.398		    1287.869	    1269.668	     -93.909		    1421.214	    1435.016	    -150.822		    1428.381	    1451.106	    -321.737		    1537.561	    1290.712	    -297.602		    1561.998	    1187.813	    -278.790		    1487.353	    1173.989	    -297.946		    1593.970	     967.416	    -260.822		    1551.588	     963.856	    -186.755		    1585.502	    1052.001	    -257.177		    1578.828	     878.972	    -191.585		    1593.675	     883.007	    -251.242		    1162.240	    1441.471	    -165.361		    1185.366	    1447.141	    -333.855		    1060.777	    1323.923	    -314.727		    1029.639	    1194.972	    -293.689		    1101.751	    1179.002	    -327.525		    1023.228	     963.988	    -272.448		    1052.803	     964.120	    -197.361		    1014.567	    1067.811	    -257.754		    1050.102	     907.216	    -207.992		    1039.292	     887.314	    -274.932		    1414.070	    1101.782	    -119.577		    1281.418	    1092.573	     -63.009		    1396.068	    1098.513	    -299.888		    1173.266	    1094.406	    -133.200		    1289.443	    1096.909	    -314.679		    1202.511	    1096.543	    -303.635		    1485.897	     772.680	    -104.321		    1508.199	     592.484	    -157.494		    1412.743	     547.465	    -120.288		    1530.633	     474.123	    -245.313		    1560.757	     216.500	    -275.502		    1511.623	     178.285	    -340.320		    1617.780	      96.691	    -180.936		    1519.966	     104.116	    -177.403		    1586.254	      89.600	    -144.381		    1173.421	     727.515	    -239.300		    1208.002	     556.858	    -174.683		    1303.412	     553.666	    -143.808		    1245.335	     368.062	    -194.650		    1283.537	     177.098	    -300.920		    1352.829	     185.712	    -368.930		    1314.168	      43.385	    -198.078		    1374.553	      92.647	    -196.173		    1368.380	      40.866	    -162.409	
  27	    1314.373	    1793.530	    -171.049		    1393.960	    1726.887	    -151.634		    1396.191	    1678.321	    -256.931		    1228.008	    1723.768	    -167.723		    1238.941	    1672.577	    -261.402		    1295.291	    1524.806	    -293.820		    1297.963	    1301.414	    -337.092		    1291.340	    1438.914	    -128.793		    1281.329	    1274.906	     -92.384		    1414.189	    1441.419	    -147.811		    1422.103	    1458.514	    -318.605		    1532.135	    1298.686	    -294.539		    1556.891	    1195.605	    -275.639		    1482.504	    1181.837	    -295.738		    1588.163	     974.816	    -256.209		    1544.508	     972.834	    -179.926		    1579.927	    1059.689	    -253.258		    1571.049	     886.706	    -186.894		    1586.433	     890.250	    -246.399		    1155.442	    1446.719	    -162.872		    1178.734	    1453.710	    -331.356		    1055.032	    1329.589	    -312.545		    1023.634	    1200.663	    -293.142		    1096.029	    1185.148	    -326.723		    1017.891	     969.434	    -274.113		    1045.963	     969.194	    -198.453		    1008.395	    1073.111	    -258.836		    1043.600	     912.360	    -209.483		    1034.705	     892.877	    -276.864		    1407.776	    1107.443	    -118.220		    1274.866	    1097.934	     -62.152		    1390.192	    1104.556	    -298.962		    1167.055	    1099.944	    -132.861		    1283.757	    1103.050	    -313.979		    1196.813	    1102.554	    -303.468		    1478.548	     779.535	    -100.792		    1502.455	     599.112	    -152.254		    1406.467	     554.265	    -115.690		    1524.349	     481.124	    -240.484		    1553.870	     223.435	    -272.624		    1505.304	     185.452	    -337.987		    1610.184	     103.891	    -177.684		    1512.354	     110.886	    -175.048		    1578.380	      96.577	    -141.419		    1166.082	     733.595	    -236.969		    1198.766	     563.173	    -170.001		    1293.759	     559.177	    -138.980		    1234.254	     374.359	    -191.350		    1270.931	     184.258	    -299.296		    1341.908	     189.888	    -365.810		    1293.311	      50.766	    -194.396		    1355.369	      98.216	    -190.348		    1346.281	      46.633	    -157.147	
  28	    1306.737	    1799.115	    -169.843		    1386.612	    1732.831	    -150.275		    1388.568	    1683.574	    -255.235		    1220.571	    1729.159	    -165.764		    1231.482	    1677.448	    -259.060		    1288.375	    1530.798	    -290.741		    1292.001	    1307.686	    -335.556		    1284.311	    1443.553	    -126.112		    1274.648	    1279.227	     -90.954		    1407.007	    1446.747	    -144.764		    1415.828	    1465.260	    -315.297		    1526.901	    1306.055	    -291.206		    1551.833	    1202.678	    -272.277		    1477.827	    1188.909	    -293.466		    1582.476	     981.639	    -251.409		    1537.727	     980.280	    -175.920		    1574.419	    1066.644	    -249.136		    1563.594	     893.861	    -182.025		    1579.642	     896.952	    -241.369		    1148.633	    1451.156	    -160.343		    1171.890	    1459.748	    -328.729		    1048.615	    1334.804	    -310.440		    1017.635	    1205.652	    -292.412		    1090.296	    1190.602	    -325.751		    1012.421	     974.317	    -275.604		    1039.070	     973.623	    -199.429		    1002.386	    1077.740	    -259.733		    1036.607	     916.874	    -210.660		    1029.206	     897.722	    -278.380		    1401.497	    1112.369	    -116.966		    1268.250	    1102.529	     -61.425		    1384.416	    1109.463	    -298.179		    1160.786	    1104.472	    -132.638		    1278.184	    1108.151	    -313.334		    1191.251	    1107.544	    -303.490		    1470.988	     785.713	     -96.931		    1496.942	     605.102	    -146.990		    1399.978	     560.596	    -111.517		    1518.583	     487.333	    -235.445		    1547.018	     229.489	    -269.225		    1499.262	     191.739	    -335.551		    1601.467	     109.931	    -173.511		    1503.571	     117.059	    -172.362		    1569.003	     102.581	    -137.796		    1158.718	     738.832	    -234.154		    1189.179	     569.028	    -165.106		    1283.885	     564.207	    -133.797		    1222.702	     380.307	    -188.326		    1257.094	     191.224	    -298.130		    1330.729	     193.437	    -363.013		    1271.795	      58.482	    -190.610		    1335.659	     103.263	    -185.935		    1323.655	      52.698	    -151.960	
  29	    1299.053	    1803.965	    -168.515		    1379.154	    1738.010	    -148.766		    1380.889	    1688.099	    -253.442		    1213.037	    1733.830	    -163.652		    1224.073	    1681.428	    -256.562		    1281.395	    1536.025	    -287.567		    1285.991	    1313.243	    -334.031		    1277.235	    1447.268	    -123.484		    1267.767	    1282.703	     -89.624		    1399.697	    1451.075	    -141.686		    1409.536	    1471.320	    -311.948		    1521.807	    1312.651	    -287.729		    1546.854	    1209.002	    -268.888		    1473.269	    1195.208	    -291.248		    1576.852	     987.802	    -246.377		    1531.150	     986.994	    -171.814		    1568.981	    1072.880	    -244.881		    1556.458	     900.419	    -176.861		    1573.356	     903.067	    -236.040		    1141.786	    1454.862	    -157.718		    1164.786	    1465.208	    -325.972		    1041.925	    1339.408	    -308.259		    1011.590	    1209.960	    -291.550		    1084.533	    1195.405	    -324.650		    1006.779	     978.574	    -276.839		    1032.258	     977.436	    -200.285		     996.372	    1081.818	    -260.284		    1029.191	     920.807	    -211.551		    1022.896	     901.811	    -279.476		    1395.238	    1116.574	    -115.722		    1261.566	    1106.433	     -60.792		    1378.791	    1113.354	    -297.364		    1154.466	    1108.172	    -132.553		    1272.745	    1112.174	    -312.579		    1185.820	    1111.502	    -303.497		    1463.591	     791.217	     -93.032		    1491.563	     610.363	    -141.857		    1393.409	     566.373	    -107.770		    1513.390	     492.701	    -230.461		    1540.161	     234.472	    -265.299		    1493.455	     196.977	    -332.702		    1591.669	     114.911	    -168.175		    1493.788	     122.611	    -169.298		    1558.349	     107.907	    -133.124		    1151.212	     743.278	    -231.162		    1179.369	     574.431	    -160.358		    1273.733	     568.730	    -128.299		    1210.667	     385.783	    -185.336		    1243.697	     197.620	    -296.609		    1318.523	     196.393	    -360.152		    1250.375	      66.484	    -186.896		    1316.218	     108.398	    -181.838		    1301.369	      58.932	    -147.258	
  30	    1291.354	    1808.141	    -167.040		    1371.631	    1742.426	    -147.144		    1373.170	    1691.890	    -251.550		    1205.471	    1737.890	    -161.505		    1216.229	    1684.968	    -254.137		    1274.337	    1540.603	    -284.404		    1279.951	    1318.076	    -332.441		    1270.120	    1450.344	    -120.859		    1260.752	    1285.502	     -88.286		    1392.377	    1454.648	    -138.398		    1403.222	    1476.646	    -308.518		    1516.746	    1318.518	    -284.182		    1541.896	    1214.599	    -265.417		    1468.797	    1200.755	    -289.119		    1571.331	     993.370	    -241.148		    1524.036	     993.239	    -167.193		    1563.572	    1078.387	    -240.417		    1549.527	     906.358	    -171.475		    1567.554	     908.670	    -230.407		    1134.864	    1457.909	    -155.046		    1157.634	    1469.927	    -323.164		    1035.120	    1343.311	    -306.038		    1005.489	    1213.637	    -290.496		    1078.623	    1199.498	    -323.337		    1000.930	     982.225	    -277.718		    1025.579	     980.656	    -200.928		     990.339	    1085.245	    -260.423		    1021.522	     924.198	    -212.077		    1015.775	     905.162	    -280.143		    1388.924	    1120.198	    -114.409		    1254.833	    1109.749	     -60.131		    1373.350	    1116.355	    -296.380		    1148.052	    1111.195	    -132.475		    1267.479	    1115.269	    -311.750		    1180.494	    1114.571	    -303.545		    1456.416	     795.963	     -89.305		    1486.179	     614.779	    -136.875		    1386.708	     571.221	    -105.252		    1508.555	     497.157	    -225.483		    1533.475	     238.356	    -260.740		    1488.498	     200.998	    -328.959		    1581.092	     119.072	    -161.422		    1483.295	     127.597	    -165.486		    1546.563	     112.582	    -127.360		    1143.516	     747.035	    -228.415		    1169.349	     579.306	    -155.946		    1263.296	     572.690	    -122.970		    1198.427	     390.681	    -182.209		    1230.109	     203.370	    -294.571		    1305.490	     198.911	    -357.279		    1229.489	      74.167	    -183.237		    1297.285	     113.071	    -177.949		    1279.880	      64.809	    -142.911	
  31	    1283.675	    1811.593	    -165.405		    1364.091	    1746.103	    -145.384		    1365.397	    1695.028	    -249.500		    1197.857	    1741.261	    -159.261		    1208.519	    1687.820	    -251.595		    1267.249	    1544.524	    -281.391		    1273.962	    1322.150	    -330.839		    1262.907	    1452.796	    -118.264		    1253.675	    1287.715	     -86.956		    1384.964	    1457.430	    -135.270		    1396.856	    1481.175	    -305.048		    1512.889	    1324.227	    -281.928		    1537.055	    1219.423	    -261.955		    1464.489	    1205.533	    -287.016		    1565.863	     998.272	    -235.797		    1517.102	     998.674	    -162.670		    1558.184	    1083.176	    -235.793		    1542.825	     911.712	    -165.790		    1562.136	     913.616	    -224.439		    1127.858	    1460.310	    -152.451		    1150.397	    1473.849	    -320.354		    1028.166	    1346.512	    -303.804		     999.329	    1216.570	    -289.249		    1072.567	    1202.879	    -322.050		     994.787	     985.174	    -278.237		    1019.053	     983.258	    -201.360		     984.278	    1088.017	    -260.208		    1013.728	     927.005	    -212.230		    1008.002	     907.777	    -280.334		    1382.622	    1123.265	    -112.966		    1248.071	    1112.502	     -59.405		    1368.152	    1118.710	    -295.125		    1141.669	    1113.553	    -132.342		    1262.469	    1117.571	    -310.829		    1175.443	    1116.898	    -303.464		    1449.552	     799.860	     -85.867		    1480.561	     618.394	    -132.227		    1379.950	     575.323	    -102.831		    1503.828	     500.615	    -220.520		    1526.988	     241.142	    -255.502		    1483.734	     203.656	    -324.758		    1569.916	     122.201	    -153.754		    1472.472	     131.976	    -161.034		    1534.177	     116.651	    -120.640		    1135.739	     750.147	    -225.862		    1159.130	     583.626	    -151.969		    1252.771	     575.998	    -117.597		    1186.216	     394.879	    -178.891		    1216.139	     208.302	    -292.067		    1291.735	     200.856	    -354.214		    1209.345	      81.088	    -179.443		    1278.889	     117.053	    -174.137		    1259.230	      69.968	    -138.684	
  32	    1275.952	    1814.435	    -163.573		    1356.540	    1749.142	    -143.454		    1357.575	    1697.572	    -247.332		    1190.239	    1744.016	    -156.917		    1200.692	    1690.195	    -249.067		    1260.122	    1547.736	    -278.512		    1268.252	    1325.442	    -330.015		    1255.632	    1454.613	    -116.081		    1246.575	    1289.432	     -85.625		    1377.444	    1459.848	    -132.072		    1390.442	    1484.957	    -301.669		    1507.758	    1328.546	    -278.373		    1532.284	    1223.516	    -258.375		    1460.261	    1209.548	    -284.906		    1560.476	    1002.515	    -230.386		    1510.145	    1003.310	    -158.267		    1552.789	    1087.260	    -231.056		    1536.286	     916.419	    -160.032		    1557.059	     917.896	    -218.272		    1120.715	    1462.105	    -150.045		    1143.140	    1476.889	    -317.684		    1021.124	    1348.906	    -301.576		     993.100	    1218.756	    -287.793		    1066.333	    1205.455	    -320.685		     988.386	     987.394	    -278.395		    1012.603	     985.162	    -201.518		     978.159	    1090.074	    -259.603		    1005.881	     929.182	    -212.054		     999.665	     909.659	    -280.065		    1376.239	    1125.808	    -111.433		    1241.334	    1114.742	     -58.573		    1363.127	    1120.551	    -293.575		    1135.279	    1115.407	    -132.112		    1257.586	    1119.354	    -309.857		    1170.506	    1118.611	    -303.260		    1443.053	     802.888	     -82.742		    1474.652	     621.207	    -128.006		    1372.919	     578.533	    -100.759		    1498.931	     503.034	    -215.546		    1520.600	     242.950	    -249.603		    1479.232	     205.133	    -319.880		    1558.500	     124.674	    -145.235		    1461.564	     135.634	    -155.985		    1521.557	     120.156	    -113.203		    1127.892	     752.685	    -223.702		    1148.812	     587.253	    -148.347		    1242.218	     578.601	    -112.541		    1174.059	     398.398	    -175.304		    1201.979	     212.332	    -289.097		    1277.500	     202.123	    -350.837		    1189.868	      87.174	    -175.296		    1260.944	     120.399	    -170.017		    1239.359	      74.535	    -134.138	
  33	    1268.188	    1816.649	    -161.593		    1348.916	    1751.497	    -141.459		    1349.766	    1699.580	    -245.164		    1182.593	    1746.132	    -154.483		    1192.891	    1691.955	    -246.456		    1252.958	    1550.171	    -275.818		    1262.275	    1327.802	    -327.796		    1248.255	    1456.036	    -113.673		    1239.521	    1290.699	     -84.270		    1369.930	    1461.497	    -129.282		    1384.001	    1487.948	    -298.486		    1502.539	    1331.999	    -274.662		    1527.515	    1226.817	    -254.569		    1455.641	    1212.288	    -282.370		    1556.285	    1006.487	    -225.956		    1503.278	    1007.058	    -153.975		    1547.463	    1090.560	    -226.252		    1530.050	     920.411	    -154.243		    1552.186	     921.402	    -212.028		    1113.486	    1463.282	    -147.859		    1135.978	    1479.035	    -315.267		    1013.205	    1350.749	    -299.902		     986.761	    1220.126	    -286.215		    1059.948	    1207.148	    -319.226		     981.791	     988.880	    -278.179		    1006.218	     986.294	    -201.486		     971.992	    1091.342	    -258.717		     997.963	     930.632	    -211.571		     990.849	     910.845	    -279.445		    1369.916	    1127.841	    -109.776		    1234.665	    1116.470	     -57.611		    1358.239	    1122.088	    -291.774		    1128.953	    1116.745	    -131.719		    1252.868	    1120.685	    -308.780		    1165.726	    1119.731	    -302.843		    1436.827	     805.039	     -79.816		    1468.623	     623.213	    -124.163		    1365.703	     580.862	     -98.975		    1493.928	     504.580	    -210.749		    1514.210	     243.839	    -243.232		    1474.829	     205.482	    -314.334		    1547.212	     126.653	    -136.110		    1450.832	     138.596	    -150.345		    1509.026	     123.161	    -105.172		    1120.230	     754.731	    -221.809		    1138.475	     590.175	    -145.013		    1231.759	     580.570	    -108.000		    1161.969	     401.169	    -171.616		    1187.727	     215.272	    -285.590		    1263.136	     202.568	    -347.035		    1171.157	      92.444	    -170.561		    1243.526	     123.194	    -165.426		    1220.169	      78.896	    -128.512	
