
Frames	Subject0005:ARIEL X	Subject0005:ARIEL Y	Subject0005:ARIEL Z		Subject0005:LFHD X	Subject0005:LFHD Y	Subject0005:LFHD Z		Subject0005:LBHD X	Subject0005:LBHD Y	Subject0005:LBHD Z		Subject0005:RFHD X	Subject0005:RFHD Y	Subject0005:RFHD Z		Subject0005:RBHD X	Subject0005:RBHD Y	Subject0005:RBHD Z		Subject0005:C7 X	Subject0005:C7 Y	Subject0005:C7 Z		Subject0005:T10 X	Subject0005:T10 Y	Subject0005:T10 Z		Subject0005:CLAV X	Subject0005:CLAV Y	Subject0005:CLAV Z		Subject0005:STRN X	Subject0005:STRN Y	Subject0005:STRN Z		Subject0005:LFSH X	Subject0005:LFSH Y	Subject0005:LFSH Z		Subject0005:LBSH X	Subject0005:LBSH Y	Subject0005:LBSH Z		Subject0005:LUPA X	Subject0005:LUPA Y	Subject0005:LUPA Z		Subject0005:LELB X	Subject0005:LELB Y	Subject0005:LELB Z		Subject0005:LIEL X	Subject0005:LIEL Y	Subject0005:LIEL Z		Subject0005:LOWR X	Subject0005:LOWR Y	Subject0005:LOWR Z		Subject0005:LIWR X	Subject0005:LIWR Y	Subject0005:LIWR Z		Subject0005:LWRE X	Subject0005:LWRE Y	Subject0005:LWRE Z		Subject0005:LIHAND X	Subject0005:LIHAND Y	Subject0005:LIHAND Z		Subject0005:LOHAND X	Subject0005:LOHAND Y	Subject0005:LOHAND Z		Subject0005:RFSH X	Subject0005:RFSH Y	Subject0005:RFSH Z		Subject0005:RBSH X	Subject0005:RBSH Y	Subject0005:RBSH Z		Subject0005:RUPA X	Subject0005:RUPA Y	Subject0005:RUPA Z		Subject0005:RELB X	Subject0005:RELB Y	Subject0005:RELB Z		Subject0005:RIEL X	Subject0005:RIEL Y	Subject0005:RIEL Z		Subject0005:ROWR X	Subject0005:ROWR Y	Subject0005:ROWR Z		Subject0005:RIWR X	Subject0005:RIWR Y	Subject0005:RIWR Z		Subject0005:RWRE X	Subject0005:RWRE Y	Subject0005:RWRE Z		Subject0005:RIHAND X	Subject0005:RIHAND Y	Subject0005:RIHAND Z		Subject0005:ROHAND X	Subject0005:ROHAND Y	Subject0005:ROHAND Z		Subject0005:LFWT X	Subject0005:LFWT Y	Subject0005:LFWT Z		Subject0005:LMWT X	Subject0005:LMWT Y	Subject0005:LMWT Z		Subject0005:LBWT X	Subject0005:LBWT Y	Subject0005:LBWT Z		Subject0005:RFWT X	Subject0005:RFWT Y	Subject0005:RFWT Z		Subject0005:RMWT X	Subject0005:RMWT Y	Subject0005:RMWT Z		Subject0005:RBWT X	Subject0005:RBWT Y	Subject0005:RBWT Z		Subject0005:LHIP X	Subject0005:LHIP Y	Subject0005:LHIP Z		Subject0005:LKNE X	Subject0005:LKNE Y	Subject0005:LKNE Z		Subject0005:LKNI X	Subject0005:LKNI Y	Subject0005:LKNI Z		Subject0005:LSHN X	Subject0005:LSHN Y	Subject0005:LSHN Z		Subject0005:LANK X	Subject0005:LANK Y	Subject0005:LANK Z		Subject0005:LHEL X	Subject0005:LHEL Y	Subject0005:LHEL Z		Subject0005:LMT5 X	Subject0005:LMT5 Y	Subject0005:LMT5 Z		Subject0005:LMT1 X	Subject0005:LMT1 Y	Subject0005:LMT1 Z		Subject0005:LTOE X	Subject0005:LTOE Y	Subject0005:LTOE Z		Subject0005:RHIP X	Subject0005:RHIP Y	Subject0005:RHIP Z		Subject0005:RKNE X	Subject0005:RKNE Y	Subject0005:RKNE Z		Subject0005:RKNI X	Subject0005:RKNI Y	Subject0005:RKNI Z		Subject0005:RSHN X	Subject0005:RSHN Y	Subject0005:RSHN Z		Subject0005:RANK X	Subject0005:RANK Y	Subject0005:RANK Z		Subject0005:RHEL X	Subject0005:RHEL Y	Subject0005:RHEL Z		Subject0005:RMT5 X	Subject0005:RMT5 Y	Subject0005:RMT5 Z		Subject0005:RMT1 X	Subject0005:RMT1 Y	Subject0005:RMT1 Z		Subject0005:RTOE X	Subject0005:RTOE Y	Subject0005:RTOE Z	
 699	    1061.833	    1685.052	    -294.288		    1151.330	    1639.371	    -329.502		    1132.731	    1660.971	    -442.533		     985.909	    1608.424	    -322.237		     979.362	    1623.459	    -428.572		    1045.560	    1485.133	    -550.307		    1042.078	    1268.084	    -619.881		    1087.877	    1385.384	    -404.709		    1096.279	    1221.257	    -384.428		    1200.503	    1391.819	    -452.833		    1167.533	    1428.401	    -616.348		    1298.815	    1264.945	    -623.192		    1329.975	    1160.665	    -608.258		    1254.705	    1142.305	    -622.310		    1378.246	     946.556	    -574.773		    1334.932	     942.745	    -500.782		    1362.392	    1027.049	    -579.380		    1381.197	     866.983	    -496.248		    1396.935	     867.905	    -556.667		     948.299	    1381.516	    -399.382		     923.809	    1409.210	    -562.337		     802.550	    1280.037	    -524.335		     761.931	    1154.062	    -509.662		     822.970	    1134.063	    -559.337		     729.042	     927.020	    -502.265		     771.311	     920.069	    -434.306		     738.746	    1027.617	    -481.865		     749.483	     868.241	    -438.154		     721.213	     849.528	    -499.872		    1207.729	    1055.283	    -462.096		    1100.154	    1051.250	    -364.901		    1134.162	    1056.408	    -627.632		     975.511	    1059.813	    -395.952		    1030.031	    1062.846	    -606.374		     951.411	    1067.450	    -568.986		    1242.723	     723.873	    -447.601		    1228.249	     537.371	    -492.467		    1135.564	     511.042	    -433.558		    1214.255	     406.965	    -566.207		    1185.101	     139.845	    -566.675		    1122.512	     105.493	    -624.129		    1199.371	      29.370	    -445.137		    1114.938	      78.939	    -441.190		    1174.185	      44.674	    -404.642		     907.298	     710.198	    -482.791		     928.203	     539.422	    -427.462		    1026.594	     516.806	    -417.594		     919.266	     356.901	    -494.883		     893.859	     196.951	    -637.389		     943.344	     175.651	    -722.413		     895.033	      88.635	    -508.281		     965.778	     113.978	    -530.246		     956.358	      75.638	    -481.547	
 700	    1073.682	    1688.029	    -298.666		    1163.320	    1642.520	    -333.619		    1145.009	    1664.146	    -446.637		     997.973	    1611.317	    -326.900		     991.743	    1626.421	    -433.272		    1057.407	    1488.262	    -554.263		    1052.470	    1271.197	    -622.964		    1100.293	    1388.720	    -408.772		    1108.600	    1224.632	    -388.170		    1212.689	    1395.166	    -457.423		    1178.732	    1431.229	    -620.702		    1309.829	    1268.619	    -628.298		    1342.177	    1164.684	    -614.095		    1266.794	    1145.773	    -626.822		    1392.264	     950.562	    -582.078		    1350.220	     946.101	    -507.460		    1375.873	    1031.098	    -586.175		    1396.751	     870.418	    -504.288		    1411.595	     871.925	    -564.939		     960.767	    1385.504	    -402.592		     935.403	    1412.918	    -565.465		     814.077	    1284.661	    -526.924		     773.571	    1158.572	    -512.070		     833.991	    1138.715	    -562.366		     742.220	     931.153	    -503.747		     784.742	     924.914	    -435.895		     751.228	    1032.057	    -483.745		     763.498	     872.799	    -439.559		     735.414	     853.518	    -501.145		    1219.406	    1058.470	    -466.519		    1112.618	    1054.266	    -368.693		    1143.773	    1059.463	    -631.207		     987.771	    1062.643	    -398.808		    1039.879	    1065.804	    -609.203		     962.025	    1070.108	    -570.615		    1254.978	     727.498	    -449.956		    1240.788	     540.783	    -493.592		    1147.550	     513.980	    -435.546		    1228.695	     410.518	    -567.729		    1197.970	     143.875	    -571.394		    1136.082	     109.216	    -629.317		    1212.610	      34.281	    -449.904		    1127.206	      81.941	    -446.619		    1186.615	      48.827	    -409.650		     922.182	     711.263	    -486.717		     947.680	     540.356	    -433.456		    1046.817	     519.317	    -422.663		     941.669	     358.185	    -502.094		     918.260	     197.989	    -645.449		     967.283	     180.145	    -731.415		     924.892	      86.253	    -519.237		     994.541	     115.255	    -540.776		     986.918	      75.304	    -493.342	
 701	    1085.574	    1690.463	    -303.159		    1175.384	    1645.064	    -337.871		    1157.354	    1666.688	    -450.957		    1010.092	    1613.639	    -331.631		    1004.145	    1628.766	    -438.037		    1069.390	    1490.620	    -558.250		    1062.887	    1273.428	    -625.984		    1112.776	    1391.319	    -412.740		    1120.855	    1227.188	    -391.951		    1224.945	    1397.620	    -462.022		    1190.013	    1433.200	    -625.041		    1320.966	    1271.451	    -633.402		    1354.639	    1167.877	    -619.987		    1279.036	    1148.411	    -631.284		    1406.281	     953.708	    -589.285		    1365.541	     948.768	    -513.884		    1389.455	    1034.273	    -592.880		    1412.158	     872.984	    -512.161		    1426.022	     875.001	    -572.991		     973.314	    1388.870	    -405.887		     947.116	    1415.911	    -568.709		     825.772	    1288.663	    -529.644		     785.236	    1162.508	    -514.499		     845.131	    1142.707	    -565.320		     754.244	     935.022	    -505.656		     798.097	     929.229	    -437.322		     763.672	    1035.946	    -485.542		     777.323	     876.875	    -440.743		     749.335	     857.098	    -502.108		    1231.046	    1060.790	    -470.852		    1124.881	    1056.360	    -372.478		    1153.496	    1061.734	    -634.752		     999.861	    1064.591	    -401.702		    1049.732	    1068.016	    -612.148		     972.146	    1072.152	    -572.795		    1267.108	     730.410	    -451.680		    1253.582	     543.536	    -493.935		    1159.948	     516.341	    -437.044		    1243.176	     414.001	    -569.578		    1211.610	     148.229	    -577.824		    1149.405	     112.781	    -635.149		    1229.980	      39.346	    -456.743		    1143.554	      85.026	    -452.283		    1204.172	      53.110	    -416.062		     936.818	     711.300	    -490.666		     966.762	     540.471	    -439.000		    1066.351	     521.371	    -431.498		     963.497	     358.708	    -508.786		     941.493	     198.151	    -652.818		     989.632	     183.799	    -740.126		     954.493	      83.386	    -529.627		    1022.599	     115.782	    -551.549		    1017.382	      74.546	    -504.951	
 702	    1097.539	    1692.313	    -307.808		    1187.487	    1647.023	    -342.214		    1169.759	    1668.563	    -455.333		    1022.209	    1615.431	    -336.450		    1016.541	    1630.515	    -442.854		    1081.477	    1492.309	    -562.377		    1073.476	    1274.843	    -629.072		    1125.281	    1393.093	    -416.959		    1133.043	    1228.954	    -395.638		    1237.270	    1399.235	    -466.568		    1201.406	    1434.333	    -629.299		    1332.234	    1273.379	    -638.488		    1367.382	    1170.227	    -625.756		    1291.429	    1150.174	    -635.592		    1420.287	     955.964	    -596.335		    1380.886	     950.659	    -520.166		    1403.133	    1036.606	    -599.478		    1427.439	     874.731	    -519.767		    1440.315	     877.151	    -580.846		     985.737	    1391.734	    -408.892		     958.936	    1418.247	    -572.035		     837.575	    1292.005	    -532.474		     796.897	    1165.813	    -517.031		     856.359	    1146.020	    -568.271		     766.997	     938.189	    -506.861		     811.354	     932.994	    -438.579		     776.087	    1039.312	    -487.161		     791.018	     880.434	    -441.685		     762.866	     860.221	    -502.901		    1242.635	    1062.285	    -474.931		    1136.905	    1057.549	    -376.205		    1163.302	    1063.209	    -638.173		    1011.728	    1065.651	    -404.716		    1059.585	    1069.373	    -615.154		     982.279	    1073.321	    -575.134		    1279.037	     732.712	    -452.866		    1267.059	     545.857	    -494.036		    1173.148	     518.190	    -438.395		    1257.315	     417.541	    -571.476		    1226.297	     152.740	    -585.241		    1163.597	     116.146	    -641.647		    1250.126	      44.571	    -465.081		    1162.736	      88.041	    -458.236		    1225.518	      57.651	    -423.326		     951.512	     710.556	    -494.577		     985.272	     539.840	    -444.328		    1085.369	     522.912	    -439.468		     984.729	     358.439	    -515.093		     963.681	     197.285	    -659.552		    1010.507	     186.235	    -748.177		     983.763	      80.207	    -539.508		    1050.008	     115.781	    -562.164		    1047.459	      73.776	    -516.049	
 703	    1109.569	    1693.618	    -312.546		    1199.666	    1648.362	    -346.692		    1182.161	    1669.767	    -459.787		    1034.369	    1616.663	    -341.285		    1028.995	    1631.649	    -447.742		    1093.684	    1493.299	    -566.557		    1084.192	    1275.475	    -632.332		    1137.706	    1394.052	    -421.002		    1145.027	    1229.885	    -399.316		    1249.566	    1399.996	    -471.051		    1212.932	    1434.641	    -633.490		    1343.683	    1274.442	    -643.480		    1380.110	    1171.655	    -631.341		    1304.057	    1151.134	    -639.940		    1434.286	     957.314	    -603.222		    1396.254	     951.703	    -526.354		    1416.787	    1037.995	    -605.912		    1442.538	     875.641	    -527.173		    1454.446	     878.334	    -588.411		     998.223	    1393.940	    -412.223		     970.818	    1419.890	    -575.442		     849.513	    1294.694	    -535.455		     808.584	    1168.504	    -519.610		     867.744	    1148.662	    -571.146		     779.807	     940.766	    -507.690		     824.537	     936.159	    -439.728		     788.381	    1042.098	    -488.682		     804.492	     883.422	    -442.493		     775.978	     862.797	    -503.380		    1254.089	    1062.999	    -478.801		    1148.566	    1057.877	    -379.851		    1173.316	    1063.876	    -641.544		    1023.303	    1065.767	    -407.824		    1069.627	    1069.890	    -618.202		     992.500	    1073.614	    -577.685		    1290.818	     734.612	    -453.834		    1281.522	     547.872	    -494.342		    1187.426	     519.646	    -439.552		    1270.920	     421.304	    -575.138		    1241.969	     157.245	    -593.186		    1179.051	     119.073	    -648.532		    1271.867	      50.410	    -473.940		    1183.133	      90.743	    -465.001		    1247.826	      62.619	    -431.581		     966.120	     709.185	    -498.592		    1003.159	     538.518	    -449.854		    1103.532	     523.711	    -447.654		    1005.176	     357.294	    -521.289		     984.890	     195.401	    -665.729		    1030.188	     187.336	    -755.573		    1012.438	      76.709	    -548.723		    1076.569	     115.496	    -572.313		    1076.848	      73.079	    -526.474	
 704	    1121.699	    1694.378	    -317.436		    1211.866	    1649.096	    -351.292		    1194.656	    1670.304	    -464.421		    1046.628	    1617.370	    -346.337		    1041.495	    1632.174	    -452.773		    1106.049	    1493.553	    -570.737		    1095.030	    1275.359	    -635.663		    1150.116	    1394.285	    -424.915		    1156.770	    1230.012	    -402.906		    1261.845	    1399.889	    -475.433		    1224.621	    1434.190	    -637.638		    1355.368	    1274.688	    -648.372		    1393.074	    1172.279	    -636.809		    1316.852	    1151.252	    -644.247		    1448.266	     957.795	    -609.949		    1410.817	     952.462	    -530.822		    1430.313	    1038.498	    -612.190		    1457.962	     875.879	    -534.348		    1468.019	     878.610	    -595.766		    1010.648	    1395.514	    -415.542		     982.858	    1420.869	    -578.904		     861.491	    1296.725	    -538.616		     820.307	    1170.554	    -522.276		     879.230	    1150.583	    -573.919		     792.374	     942.787	    -508.544		     837.654	     938.736	    -440.795		     800.626	    1044.277	    -490.188		     817.807	     885.902	    -443.059		     788.855	     864.837	    -503.674		    1265.344	    1063.026	    -482.356		    1159.948	    1057.425	    -383.416		    1183.494	    1063.784	    -644.851		    1034.568	    1065.074	    -411.053		    1079.782	    1069.509	    -621.322		    1002.783	    1072.919	    -580.457		    1302.581	     736.209	    -454.884		    1296.766	     549.631	    -495.135		    1202.927	     520.703	    -440.345		    1284.582	     425.112	    -578.926		    1258.601	     161.541	    -601.400		    1195.950	     121.460	    -655.897		    1294.582	      56.997	    -482.809		    1204.209	      93.170	    -472.489		    1270.700	      68.194	    -440.081		     980.329	     707.317	    -502.838		    1020.329	     536.610	    -455.737		    1120.839	     523.713	    -455.953		    1024.613	     355.543	    -527.273		    1005.203	     192.443	    -671.410		    1048.893	     187.134	    -762.360		    1040.361	      73.026	    -557.346		    1102.004	     114.849	    -581.959		    1105.222	      72.428	    -536.177	
 705	    1133.924	    1694.555	    -322.447		    1224.163	    1649.192	    -355.951		    1207.230	    1670.092	    -469.171		    1059.004	    1617.516	    -351.468		    1054.000	    1632.010	    -457.851		    1118.484	    1493.089	    -574.894		    1105.967	    1274.494	    -639.003		    1162.528	    1393.821	    -428.703		    1168.336	    1229.386	    -406.454		    1274.099	    1398.950	    -479.683		    1236.475	    1432.949	    -641.639		    1367.256	    1274.075	    -653.084		    1406.261	    1172.044	    -641.967		    1329.867	    1150.539	    -648.531		    1462.310	     957.405	    -616.448		    1426.233	     951.950	    -536.751		    1444.200	    1038.225	    -618.237		    1472.998	     875.164	    -541.295		    1481.984	     878.019	    -602.885		    1023.039	    1396.382	    -418.894		     995.003	    1421.162	    -582.414		     873.517	    1298.079	    -541.857		     832.049	    1171.926	    -525.008		     890.796	    1151.772	    -576.689		     804.761	     944.128	    -509.343		     850.677	     940.703	    -441.730		     812.928	    1045.783	    -491.692		     830.869	     887.752	    -443.528		     801.545	     866.190	    -503.741		    1276.442	    1062.435	    -485.694		    1171.010	    1056.277	    -386.867		    1193.906	    1062.982	    -648.134		    1045.558	    1063.643	    -414.298		    1090.163	    1068.271	    -624.397		    1013.184	    1071.331	    -583.425		    1314.681	     737.811	    -455.688		    1312.613	     551.187	    -496.259		    1219.399	     521.245	    -441.116		    1298.707	     428.699	    -582.955		    1276.262	     165.482	    -609.813		    1214.262	     123.172	    -664.072		    1317.909	      63.697	    -491.621		    1226.082	      95.444	    -480.694		    1294.031	      73.953	    -448.681		     994.233	     704.966	    -507.300		    1036.810	     534.201	    -462.059		    1137.287	     522.911	    -464.131		    1043.134	     353.160	    -533.392		    1024.799	     188.471	    -676.600		    1066.830	     185.633	    -768.541		    1067.412	      69.129	    -565.195		    1126.776	     113.999	    -590.123		    1132.487	      71.795	    -544.924	
 706	    1146.276	    1694.171	    -327.607		    1236.543	    1648.646	    -360.728		    1219.862	    1669.149	    -474.109		    1071.386	    1617.022	    -356.513		    1066.437	    1631.181	    -463.347		    1131.037	    1491.836	    -578.962		    1116.970	    1272.898	    -642.252		    1174.854	    1392.614	    -432.464		    1179.626	    1228.047	    -409.930		    1286.313	    1397.165	    -483.822		    1248.441	    1430.961	    -645.574		    1379.393	    1272.659	    -657.629		    1419.732	    1171.053	    -646.898		    1343.065	    1148.958	    -652.730		    1476.397	     956.194	    -622.817		    1441.684	     950.649	    -542.590		    1458.147	    1037.162	    -624.072		    1488.042	     873.673	    -548.000		    1495.914	     876.587	    -609.694		    1035.437	    1396.531	    -422.215		    1007.214	    1420.772	    -585.898		     885.598	    1298.696	    -545.073		     843.810	    1172.568	    -527.748		     902.351	    1152.191	    -579.386		     817.215	     944.738	    -510.042		     863.531	     941.968	    -442.673		     825.203	    1046.578	    -493.212		     843.782	     888.966	    -443.808		     814.106	     866.862	    -503.664		    1287.303	    1061.236	    -488.798		    1181.738	    1054.540	    -390.102		    1204.487	    1061.579	    -651.370		    1056.274	    1061.487	    -417.646		    1100.699	    1066.254	    -627.560		    1023.714	    1068.834	    -586.586		    1327.004	     739.078	    -457.039		    1328.865	     552.416	    -497.859		    1236.529	     521.131	    -441.863		    1313.630	     431.909	    -586.922		    1295.129	     169.072	    -618.312		    1234.815	     125.039	    -672.145		    1341.587	      70.156	    -500.378		    1248.449	      97.335	    -489.485		    1317.451	      79.356	    -457.383		    1007.903	     702.105	    -512.030		    1052.607	     531.392	    -468.718		    1152.988	     521.348	    -472.153		    1060.637	     350.316	    -539.426		    1043.705	     183.693	    -681.354		    1084.163	     182.773	    -773.895		    1093.559	      65.135	    -572.316		    1150.115	     112.759	    -598.072		    1158.680	      70.991	    -552.787	
 707	    1158.659	    1693.151	    -332.950		    1248.997	    1647.442	    -365.617		    1232.561	    1667.419	    -479.121		    1083.844	    1615.950	    -361.654		    1079.107	    1629.589	    -468.577		    1143.661	    1489.915	    -583.069		    1128.083	    1270.615	    -645.568		    1187.111	    1390.630	    -436.112		    1190.673	    1225.927	    -413.362		    1298.493	    1394.596	    -487.803		    1260.568	    1428.270	    -649.388		    1391.770	    1270.472	    -661.940		    1433.013	    1169.155	    -651.667		    1356.388	    1146.621	    -656.906		    1490.571	     954.196	    -628.922		    1457.683	     948.449	    -548.777		    1472.180	    1035.319	    -629.687		    1502.993	     871.426	    -554.510		    1509.910	     874.346	    -616.241		    1047.784	    1395.888	    -425.546		    1019.462	    1419.639	    -589.417		     897.690	    1298.534	    -548.235		     855.550	    1172.436	    -530.394		     913.877	    1151.866	    -582.042		     829.624	     944.582	    -510.711		     876.278	     942.516	    -443.548		     837.459	    1046.579	    -494.767		     856.524	     889.539	    -444.002		     826.626	     866.744	    -503.448		    1297.939	    1059.458	    -491.717		    1192.159	    1052.196	    -393.241		    1215.281	    1059.552	    -654.609		    1066.728	    1058.656	    -420.987		    1111.408	    1063.486	    -630.813		    1034.420	    1065.537	    -589.903		    1339.833	     739.830	    -458.637		    1345.337	     553.228	    -499.729		    1253.982	     520.104	    -442.793		    1329.742	     434.581	    -590.759		    1315.206	     172.181	    -626.838		    1256.616	     126.706	    -680.760		    1365.497	      75.991	    -509.208		    1271.197	      98.697	    -498.450		    1340.812	      83.947	    -466.313		    1021.343	     698.784	    -516.854		    1067.777	     528.214	    -475.616		    1167.971	     519.045	    -480.315		    1077.317	     347.005	    -545.422		    1062.020	     178.183	    -685.668		    1100.693	     178.970	    -779.087		    1118.703	      60.896	    -579.143		    1172.832	     111.125	    -604.990		    1183.741	      69.978	    -559.927	
 708	    1171.172	    1691.572	    -338.395		    1261.513	    1645.583	    -370.611		    1245.294	    1664.891	    -484.262		    1096.326	    1614.305	    -366.824		    1091.863	    1627.304	    -473.799		    1156.306	    1487.176	    -586.986		    1139.266	    1267.653	    -648.929		    1199.282	    1387.897	    -439.716		    1201.543	    1223.120	    -416.763		    1310.632	    1391.219	    -491.594		    1272.808	    1424.887	    -653.137		    1404.361	    1267.524	    -666.066		    1446.353	    1166.479	    -656.206		    1369.804	    1143.468	    -661.034		    1504.896	     951.460	    -634.792		    1472.766	     945.618	    -553.958		    1486.231	    1032.702	    -635.037		    1517.990	     868.437	    -560.686		    1523.994	     871.343	    -622.505		    1060.101	    1394.469	    -428.914		    1031.747	    1417.743	    -592.956		     909.645	    1297.581	    -551.270		     867.270	    1171.536	    -532.992		     925.314	    1150.694	    -584.700		     841.958	     943.635	    -511.388		     888.718	     942.342	    -444.296		     849.570	    1045.850	    -496.280		     869.105	     889.343	    -444.133		     839.211	     865.819	    -503.123		    1308.313	    1057.109	    -494.485		    1202.353	    1049.231	    -396.249		    1226.204	    1056.993	    -657.855		    1077.024	    1055.199	    -424.355		    1122.273	    1060.071	    -634.113		    1045.219	    1061.607	    -593.331		    1353.263	     739.891	    -460.481		    1361.983	     553.463	    -501.643		    1271.773	     518.369	    -444.727		    1347.121	     436.505	    -594.409		    1336.321	     174.818	    -635.415		    1279.434	     128.026	    -689.739		    1389.720	      81.048	    -518.113		    1294.553	      99.501	    -507.706		    1364.586	      87.944	    -475.309		    1034.302	     695.149	    -521.584		    1082.450	     524.621	    -482.574		    1182.392	     516.196	    -488.512		    1093.362	     343.062	    -551.153		    1079.719	     172.129	    -689.558		    1116.577	     173.968	    -783.736		    1142.935	      56.986	    -584.367		    1194.549	     109.052	    -611.414		    1207.860	      68.801	    -566.203	
 709	    1183.677	    1689.382	    -343.967		    1274.023	    1643.072	    -375.653		    1258.114	    1661.589	    -489.490		    1108.846	    1612.002	    -371.958		    1104.601	    1624.310	    -479.205		    1168.971	    1483.710	    -590.874		    1150.577	    1264.084	    -652.367		    1211.354	    1384.403	    -443.237		    1212.218	    1219.598	    -420.134		    1322.686	    1387.113	    -495.191		    1285.086	    1420.831	    -656.747		    1417.143	    1263.817	    -669.908		    1459.659	    1162.993	    -660.512		    1383.261	    1139.584	    -665.065		    1519.408	     948.039	    -640.292		    1488.096	     942.029	    -559.221		    1500.380	    1029.358	    -640.110		    1533.000	     864.705	    -566.516		    1538.219	     867.659	    -628.407		    1072.318	    1392.207	    -432.325		    1043.978	    1415.022	    -596.547		     921.580	    1295.772	    -554.303		     878.911	    1169.809	    -535.466		     936.673	    1148.701	    -587.314		     854.228	     941.823	    -512.041		     900.912	     941.367	    -445.046		     861.490	    1044.306	    -497.810		     881.292	     888.365	    -444.193		     851.723	     864.053	    -502.860		    1318.588	    1054.106	    -497.162		    1212.424	    1045.644	    -399.187		    1237.254	    1053.861	    -661.108		    1087.177	    1051.172	    -427.798		    1133.216	    1056.082	    -637.490		    1056.086	    1057.139	    -596.871		    1367.258	     739.165	    -462.641		    1379.036	     553.014	    -503.362		    1289.474	     515.907	    -446.718		    1365.714	     437.686	    -597.831		    1358.439	     177.040	    -644.031		    1303.300	     129.153	    -698.975		    1414.314	      85.312	    -527.078		    1318.513	      99.818	    -517.166		    1388.660	      90.935	    -484.479		    1046.604	     691.147	    -526.089		    1096.778	     520.526	    -489.402		    1196.387	     512.850	    -496.826		    1109.072	     338.451	    -556.653		    1096.783	     165.596	    -693.068		    1131.788	     167.823	    -788.218		    1165.995	      53.467	    -588.509		    1215.476	     106.479	    -617.470		    1231.043	      67.221	    -572.095	
 710	    1196.221	    1686.569	    -349.672		    1286.589	    1639.897	    -380.718		    1270.916	    1657.500	    -494.745		    1121.357	    1609.110	    -377.259		    1117.672	    1620.499	    -484.069		    1181.613	    1479.541	    -594.669		    1161.894	    1259.852	    -655.788		    1223.296	    1380.137	    -446.690		    1222.739	    1215.316	    -423.560		    1334.663	    1382.256	    -498.619		    1297.497	    1416.066	    -660.186		    1430.041	    1259.377	    -673.568		    1472.971	    1158.745	    -664.532		    1396.764	    1134.975	    -669.026		    1534.066	     943.987	    -645.542		    1503.322	     937.693	    -564.327		    1514.607	    1025.365	    -644.909		    1547.929	     860.268	    -572.115		    1552.680	     863.325	    -633.951		    1084.441	    1389.085	    -435.756		    1056.237	    1411.529	    -600.172		     933.373	    1293.109	    -557.262		     890.438	    1167.215	    -537.915		     947.969	    1145.857	    -589.861		     866.200	     939.194	    -512.952		     912.770	     939.575	    -445.808		     873.275	    1041.913	    -499.402		     893.142	     886.570	    -444.278		     863.673	     861.455	    -502.822		    1328.782	    1050.439	    -499.844		    1222.336	    1041.465	    -402.131		    1248.313	    1050.115	    -664.382		    1097.249	    1046.560	    -431.420		    1144.228	    1051.572	    -641.000		    1066.965	    1052.289	    -600.573		    1381.639	     737.622	    -464.965		    1396.511	     551.781	    -504.837		    1307.225	     512.782	    -448.989		    1385.366	     438.167	    -600.427		    1381.397	     178.880	    -652.635		    1327.970	     130.142	    -708.321		    1439.354	      88.942	    -536.047		    1343.167	      99.775	    -526.791		    1413.162	      93.203	    -493.719		    1058.395	     686.621	    -530.410		    1110.846	     515.872	    -496.090		    1210.182	     509.105	    -505.321		    1124.625	     333.189	    -561.967		    1113.101	     158.703	    -696.262		    1145.968	     160.354	    -792.217		    1187.487	      50.278	    -591.675		    1235.438	     103.258	    -623.107		    1252.942	      65.128	    -577.459	
 711	    1208.795	    1683.172	    -355.460		    1299.177	    1636.112	    -385.854		    1283.862	    1652.660	    -500.029		    1133.896	    1605.591	    -382.515		    1130.234	    1616.027	    -489.950		    1194.310	    1474.650	    -598.341		    1173.333	    1254.973	    -659.272		    1235.191	    1375.125	    -450.084		    1233.265	    1210.340	    -426.915		    1346.686	    1376.651	    -501.868		    1309.912	    1410.610	    -663.456		    1443.049	    1254.218	    -676.957		    1486.287	    1153.815	    -668.345		    1410.268	    1129.624	    -672.874		    1548.767	     939.282	    -650.430		    1518.386	     932.630	    -569.174		    1528.800	    1020.650	    -649.404		    1562.920	     855.177	    -577.438		    1567.395	     858.427	    -639.249		    1096.523	    1385.115	    -439.207		    1068.499	    1407.257	    -603.822		     945.131	    1289.508	    -560.154		     901.925	    1163.753	    -540.325		     959.188	    1142.112	    -592.415		     878.110	     935.668	    -513.800		     924.343	     936.924	    -446.512		     884.849	    1038.714	    -501.010		     904.738	     883.987	    -444.380		     875.615	     857.999	    -502.817		    1339.045	    1046.056	    -502.534		    1232.303	    1036.603	    -405.152		    1259.451	    1045.713	    -667.655		    1107.297	    1041.412	    -435.023		    1155.256	    1046.612	    -644.574		    1077.913	    1047.103	    -604.380		    1396.390	     735.236	    -467.514		    1414.398	     549.864	    -506.255		    1325.172	     509.018	    -451.607		    1405.718	     438.130	    -603.618		    1405.109	     180.420	    -661.226		    1352.766	     130.898	    -716.424		    1464.959	      92.102	    -545.011		    1368.286	      99.148	    -536.508		    1438.191	      94.865	    -503.007		    1070.025	     681.379	    -534.725		    1124.862	     510.577	    -502.477		    1223.823	     504.910	    -514.073		    1140.049	     327.299	    -567.104		    1128.683	     151.382	    -699.261		    1159.277	     151.731	    -795.755		    1207.125	      46.884	    -594.110		    1253.935	      99.213	    -628.116		    1272.951	      62.224	    -582.147	
