
Frames	Subject0005:ARIEL X	Subject0005:ARIEL Y	Subject0005:ARIEL Z		Subject0005:LFHD X	Subject0005:LFHD Y	Subject0005:LFHD Z		Subject0005:LBHD X	Subject0005:LBHD Y	Subject0005:LBHD Z		Subject0005:RFHD X	Subject0005:RFHD Y	Subject0005:RFHD Z		Subject0005:RBHD X	Subject0005:RBHD Y	Subject0005:RBHD Z		Subject0005:C7 X	Subject0005:C7 Y	Subject0005:C7 Z		Subject0005:T10 X	Subject0005:T10 Y	Subject0005:T10 Z		Subject0005:CLAV X	Subject0005:CLAV Y	Subject0005:CLAV Z		Subject0005:STRN X	Subject0005:STRN Y	Subject0005:STRN Z		Subject0005:LFSH X	Subject0005:LFSH Y	Subject0005:LFSH Z		Subject0005:LBSH X	Subject0005:LBSH Y	Subject0005:LBSH Z		Subject0005:LUPA X	Subject0005:LUPA Y	Subject0005:LUPA Z		Subject0005:LELB X	Subject0005:LELB Y	Subject0005:LELB Z		Subject0005:LIEL X	Subject0005:LIEL Y	Subject0005:LIEL Z		Subject0005:LOWR X	Subject0005:LOWR Y	Subject0005:LOWR Z		Subject0005:LIWR X	Subject0005:LIWR Y	Subject0005:LIWR Z		Subject0005:LWRE X	Subject0005:LWRE Y	Subject0005:LWRE Z		Subject0005:LIHAND X	Subject0005:LIHAND Y	Subject0005:LIHAND Z		Subject0005:LOHAND X	Subject0005:LOHAND Y	Subject0005:LOHAND Z		Subject0005:RFSH X	Subject0005:RFSH Y	Subject0005:RFSH Z		Subject0005:RBSH X	Subject0005:RBSH Y	Subject0005:RBSH Z		Subject0005:RUPA X	Subject0005:RUPA Y	Subject0005:RUPA Z		Subject0005:RELB X	Subject0005:RELB Y	Subject0005:RELB Z		Subject0005:RIEL X	Subject0005:RIEL Y	Subject0005:RIEL Z		Subject0005:ROWR X	Subject0005:ROWR Y	Subject0005:ROWR Z		Subject0005:RIWR X	Subject0005:RIWR Y	Subject0005:RIWR Z		Subject0005:RWRE X	Subject0005:RWRE Y	Subject0005:RWRE Z		Subject0005:RIHAND X	Subject0005:RIHAND Y	Subject0005:RIHAND Z		Subject0005:ROHAND X	Subject0005:ROHAND Y	Subject0005:ROHAND Z		Subject0005:LFWT X	Subject0005:LFWT Y	Subject0005:LFWT Z		Subject0005:LMWT X	Subject0005:LMWT Y	Subject0005:LMWT Z		Subject0005:LBWT X	Subject0005:LBWT Y	Subject0005:LBWT Z		Subject0005:RFWT X	Subject0005:RFWT Y	Subject0005:RFWT Z		Subject0005:RMWT X	Subject0005:RMWT Y	Subject0005:RMWT Z		Subject0005:RBWT X	Subject0005:RBWT Y	Subject0005:RBWT Z		Subject0005:LHIP X	Subject0005:LHIP Y	Subject0005:LHIP Z		Subject0005:LKNE X	Subject0005:LKNE Y	Subject0005:LKNE Z		Subject0005:LKNI X	Subject0005:LKNI Y	Subject0005:LKNI Z		Subject0005:LSHN X	Subject0005:LSHN Y	Subject0005:LSHN Z		Subject0005:LANK X	Subject0005:LANK Y	Subject0005:LANK Z		Subject0005:LHEL X	Subject0005:LHEL Y	Subject0005:LHEL Z		Subject0005:LMT5 X	Subject0005:LMT5 Y	Subject0005:LMT5 Z		Subject0005:LMT1 X	Subject0005:LMT1 Y	Subject0005:LMT1 Z		Subject0005:LTOE X	Subject0005:LTOE Y	Subject0005:LTOE Z		Subject0005:RHIP X	Subject0005:RHIP Y	Subject0005:RHIP Z		Subject0005:RKNE X	Subject0005:RKNE Y	Subject0005:RKNE Z		Subject0005:RKNI X	Subject0005:RKNI Y	Subject0005:RKNI Z		Subject0005:RSHN X	Subject0005:RSHN Y	Subject0005:RSHN Z		Subject0005:RANK X	Subject0005:RANK Y	Subject0005:RANK Z		Subject0005:RHEL X	Subject0005:RHEL Y	Subject0005:RHEL Z		Subject0005:RMT5 X	Subject0005:RMT5 Y	Subject0005:RMT5 Z		Subject0005:RMT1 X	Subject0005:RMT1 Y	Subject0005:RMT1 Z		Subject0005:RTOE X	Subject0005:RTOE Y	Subject0005:RTOE Z	
 202	    -102.951	    1892.432	     251.608		     -13.529	    1834.990	     250.225		     -26.339	    1796.271	     141.310		    -179.758	    1812.320	     262.556		    -180.967	    1771.313	     163.875		    -113.497	    1618.365	     122.555		    -120.501	    1395.032	      76.774		     -67.492	    1522.066	     281.870		     -58.832	    1357.129	     310.155		      47.379	    1528.822	     229.929		       5.438	    1554.171	      62.049		     116.024	    1378.753	      62.833		     141.117	    1285.377	      67.850		      90.116	    1261.445	     119.222		     202.064	    1078.169	      70.814		     278.850	    1094.021	     106.339		     191.336	    1155.458	      66.273		     286.025	    1019.628	      50.044		     221.481	    1010.029	      50.102		    -211.739	    1520.367	     282.617		    -231.897	    1536.203	     117.237		    -326.056	    1383.098	     161.616		    -356.862	    1263.441	     171.050		    -282.333	    1233.582	     187.207		    -400.080	    1046.093	     188.991		    -469.312	    1063.674	     225.932		    -402.991	    1144.417	     180.313		    -482.826	    1019.882	     192.650		    -423.489	     980.166	     171.826		      50.468	    1181.146	     229.842		     -51.797	    1174.562	     329.918		     -35.301	    1189.035	      69.718		    -178.014	    1182.456	     308.801		    -139.528	    1194.898	      97.391		    -216.265	    1198.269	     139.621		      67.000	     866.037	     267.191		      49.263	     681.711	     245.208		       0.000	       0.000	       0.000		      19.698	     604.459	     133.207		     -54.208	     384.756	      17.312		    -100.950	     349.489	     -45.910		      -5.015	     307.402	     135.097		    -100.185	     305.737	     136.260		     -55.088	     309.371	     171.173		    -227.782	     834.693	     247.689		    -169.694	     674.365	     320.096		     -57.743	     663.308	     303.565		    -177.391	     519.974	     204.607		    -219.537	     418.913	      49.062		    -219.772	     441.293	     -51.156		    -199.910	     337.914	     117.663		       0.000	       0.000	       0.000		    -166.100	     319.050	     141.261	
 203	    -102.487	    1895.682	     251.880		     -12.983	    1838.424	     250.532		     -25.670	    1799.726	     141.603		    -179.202	    1815.500	     262.662		    -180.343	    1774.611	     163.926		    -113.222	    1621.992	     122.182		    -120.296	    1398.989	      77.331		     -66.248	    1526.541	     280.873		     -57.717	    1361.637	     309.418		      48.737	    1533.099	     227.609		       4.236	    1557.973	      60.685		     111.627	    1383.175	      56.417		     137.718	    1289.257	      59.525		      90.159	    1265.341	     114.428		     201.312	    1082.300	      64.094		     280.854	    1101.625	      91.855		     190.160	    1159.775	      57.370		     284.843	    1028.358	      33.683		     221.407	    1014.717	      42.743		    -211.129	    1524.663	     281.715		    -231.260	    1540.481	     116.267		    -324.961	    1388.458	     157.418		    -355.168	    1269.019	     163.103		    -283.405	    1238.033	     183.700		    -402.553	    1051.760	     184.791		    -475.581	    1073.686	     210.657		    -403.244	    1150.164	     171.054		    -485.681	    1030.301	     176.242		    -425.868	     986.217	     165.636		      50.948	    1185.510	     229.274		     -50.730	    1178.537	     329.529		     -35.172	    1194.119	      70.503		    -176.927	    1187.006	     308.536		    -139.097	    1200.533	      97.326		    -215.501	    1203.683	     140.009		      68.150	     870.029	     264.724		      51.771	     684.843	     241.496		       0.000	       0.000	       0.000		      20.721	     606.100	     128.850		     -52.660	     387.568	      14.192		     -99.755	     351.073	     -48.020		       1.225	     315.099	     129.859		     -95.470	     309.415	     134.773		     -49.972	     314.240	     168.937		    -228.516	     838.071	     244.328		    -170.592	     676.633	     316.098		       0.000	       0.000	       0.000		    -177.143	     521.388	     200.713		    -219.800	     420.098	      45.938		    -221.391	     441.768	     -54.486		    -198.596	     340.174	     115.171		       0.000	       0.000	       0.000		    -164.384	     321.867	     139.046	
 204	    -101.940	    1898.381	     251.982		     -12.342	    1841.281	     250.699		     -24.837	    1802.574	     141.776		    -178.570	    1818.068	     262.632		    -179.675	    1777.205	     163.803		    -112.867	    1625.094	     121.808		    -120.608	    1402.691	      77.402		     -65.091	    1530.574	     279.922		     -56.638	    1365.752	     308.860		      49.929	    1536.947	     225.376		       3.163	    1561.253	      59.376		     107.897	    1387.181	      50.679		     135.034	    1292.941	      52.181		      90.373	    1268.903	     109.524		     202.408	    1085.646	      57.370		     282.787	    1109.294	      78.405		     189.421	    1163.525	      50.194		     285.503	    1036.522	      21.460		     222.004	    1019.010	      32.984		    -210.451	    1528.082	     280.786		    -230.561	    1544.175	     115.426		    -324.156	    1393.378	     153.428		    -353.830	    1274.156	     155.802		    -284.932	    1241.875	     180.490		    -406.958	    1057.644	     181.765		    -480.846	    1083.393	     198.044		    -404.481	    1155.607	     163.456		    -488.891	    1040.918	     162.880		    -431.177	     992.624	     160.941		      51.283	    1189.460	     228.683		     -49.996	    1182.578	     329.057		     -34.897	    1198.955	      70.244		    -176.188	    1191.284	     307.936		    -138.663	    1205.551	      97.124		    -214.806	    1208.465	     140.171		      69.596	     873.128	     261.526		      53.577	     687.459	     237.495		       0.000	       0.000	       0.000		      21.958	     607.590	     125.180		     -50.635	     389.262	      11.474		     -98.061	     351.904	     -49.981		       3.628	     316.363	     129.296		     -91.430	     311.830	     133.173		     -45.470	     317.176	     166.735		    -229.020	     840.794	     240.373		    -171.454	     677.835	     311.538		       0.000	       0.000	       0.000		    -176.527	     521.485	     196.949		    -219.507	     419.485	      43.084		    -223.006	     440.234	     -57.366		    -196.716	     340.674	     113.131		       0.000	       0.000	       0.000		    -161.797	     323.078	     136.624	
 205	    -101.303	    1900.421	     251.931		     -11.598	    1843.412	     250.768		     -23.909	    1804.739	     141.848		    -177.862	    1819.973	     262.478		    -178.918	    1779.109	     163.523		    -112.531	    1627.562	     121.481		    -121.008	    1405.728	      76.862		     -64.047	    1533.808	     278.827		     -55.689	    1369.219	     308.308		      50.925	    1540.060	     223.275		       2.258	    1563.816	      58.145		     104.851	    1390.634	      45.567		     132.763	    1296.179	      45.349		      90.693	    1271.855	     104.900		     205.464	    1089.238	      50.108		     285.465	    1116.789	      66.560		     189.599	    1167.110	      42.349		     288.238	    1045.391	       8.839		     227.561	    1023.324	      25.846		    -209.738	    1530.686	     279.919		    -229.771	    1547.274	     114.730		    -323.427	    1397.819	     149.479		    -353.556	    1278.716	     149.110		    -286.897	    1245.146	     177.337		    -413.001	    1063.566	     179.259		    -486.513	    1093.090	     188.625		    -406.748	    1160.654	     157.618		    -493.226	    1051.583	     152.732		    -438.947	     999.400	     156.777		      51.280	    1192.800	     227.886		     -49.559	    1186.237	     328.413		     -34.615	    1203.079	      69.872		    -175.722	    1194.957	     307.117		    -138.294	    1209.771	      96.753		    -214.115	    1212.426	     140.187		      71.555	     875.245	     257.952		      55.445	     689.209	     233.470		       0.000	       0.000	       0.000		      23.621	     609.111	     121.580		     -48.229	     389.933	       9.055		     -95.594	     351.975	     -51.893		       7.157	     317.675	     126.812		     -87.926	     312.812	     131.424		     -41.736	     318.391	     164.658		    -229.112	     842.816	     235.922		    -172.091	     678.254	     306.697		       0.000	       0.000	       0.000		    -175.472	     520.549	     193.313		    -219.900	     417.165	      41.425		    -224.367	     436.915	     -59.836		    -194.746	     339.541	     111.358		       0.000	       0.000	       0.000		    -159.219	     322.804	     134.797	
 206	    -100.522	    1901.740	     251.712		     -10.757	    1844.782	     250.682		     -22.889	    1806.043	     141.754		    -177.004	    1821.259	     262.234		    -177.926	    1780.313	     163.354		    -112.081	    1629.418	     121.168		    -121.436	    1408.000	      76.165		     -63.085	    1536.071	     277.925		     -54.896	    1371.792	     307.804		      51.739	    1542.139	     221.257		       1.462	    1565.595	      56.996		     102.554	    1393.376	      40.955		     130.950	    1298.695	      38.801		      91.283	    1273.844	     100.234		     209.790	    1092.918	      43.356		     288.761	    1124.079	      56.265		     190.992	    1170.291	      35.163		     291.958	    1054.787	      -2.867		     236.974	    1027.766	      18.197		    -209.047	    1532.504	     279.164		    -228.946	    1549.736	     114.322		    -322.817	    1401.822	     145.761		    -354.324	    1282.644	     143.495		    -289.338	    1248.063	     174.021		    -420.281	    1069.323	     177.213		    -492.468	    1102.431	     182.078		    -410.362	    1165.430	     153.194		    -498.906	    1062.122	     145.456		    -448.567	    1006.380	     153.058		      51.650	    1195.650	     227.418		     -49.286	    1189.220	     327.691		     -34.333	    1206.280	      69.283		    -175.381	    1197.696	     306.213		    -137.944	    1212.947	      96.264		    -213.557	    1215.320	     140.015		      73.725	     876.232	     254.110		      56.394	     690.515	     229.273		       0.000	       0.000	       0.000		      24.784	     610.322	     118.117		     -45.589	     389.473	       6.896		     -93.140	     351.177	     -53.887		      10.381	     317.506	     124.698		     -84.717	     312.505	     129.711		     -38.387	     318.175	     162.756		    -228.734	     844.067	     231.189		    -172.255	     678.011	     301.358		       0.000	       0.000	       0.000		    -174.325	     518.873	     189.799		    -219.668	     413.495	      39.610		    -225.390	     432.008	     -61.942		    -193.017	     337.000	     110.122		       0.000	       0.000	       0.000		    -157.004	     321.215	     133.588	
 207	     -99.586	    1902.372	     251.408		      -9.818	    1845.429	     250.486		     -21.910	    1806.590	     141.605		    -176.046	    1821.874	     262.001		    -176.816	    1780.816	     163.164		    -111.615	    1630.600	     120.909		    -121.844	    1409.437	      75.509		     -62.172	    1537.248	     277.254		     -54.272	    1373.270	     307.202		      52.346	    1543.031	     219.322		       0.875	    1566.616	      55.977		     100.905	    1395.392	      36.624		     129.965	    1300.414	      32.466		      91.951	    1274.691	      95.185		     214.963	    1096.023	      37.709		     292.475	    1131.337	      47.092		     193.544	    1172.989	      28.525		     296.168	    1064.622	     -13.623		     244.695	    1032.834	       9.812		    -208.402	    1533.605	     278.670		    -228.150	    1551.537	     114.084		    -322.350	    1405.278	     142.362		    -356.052	    1286.151	     138.780		    -292.070	    1250.440	     170.444		    -428.444	    1074.872	     175.932		    -498.659	    1111.422	     177.752		    -415.186	    1169.974	     149.748		    -505.364	    1072.359	     140.422		    -459.472	    1013.307	     150.307		      51.849	    1197.494	     226.683		     -49.044	    1191.287	     326.899		     -34.093	    1208.454	      68.468		    -175.135	    1199.332	     305.264		    -137.650	    1215.030	      95.741		    -213.134	    1217.036	     139.656		      75.743	     876.187	     250.047		      56.929	     691.207	     225.087		       0.000	       0.000	       0.000		      25.252	     610.964	     114.808		     -42.835	     387.959	       4.968		     -90.286	     349.508	     -55.737		      13.349	     315.707	     122.818		     -81.750	     310.682	     127.977		     -35.267	     316.447	     160.949		    -228.127	     844.476	     226.364		    -172.037	     677.180	     295.519		       0.000	       0.000	       0.000		    -173.288	     516.374	     186.479		    -219.309	     408.608	      38.072		    -226.541	     426.227	     -64.236		    -191.504	     333.309	     109.312		       0.000	       0.000	       0.000		    -155.205	     318.271	     132.751	
 208	     -98.548	    1902.338	     250.991		      -8.772	    1845.435	     250.214		     -20.905	    1806.489	     141.288		    -175.055	    1821.852	     261.653		    -175.655	    1780.682	     162.909		    -111.087	    1631.138	     120.727		    -122.172	    1410.122	      74.852		     -61.246	    1537.373	     276.726		     -53.793	    1373.609	     306.514		      52.844	    1542.711	     217.545		       0.542	    1567.108	      55.063		      99.834	    1396.724	      32.371		     129.824	    1301.443	      26.311		      93.114	    1274.873	      92.590		     221.064	    1098.932	      32.317		     296.573	    1138.698	      38.933		     196.817	    1175.271	      22.336		     301.278	    1074.527	     -23.083		     252.799	    1038.083	       1.413		    -207.733	    1534.003	     278.340		    -227.412	    1552.614	     114.029		    -322.138	    1408.066	     139.509		    -358.505	    1289.132	     134.703		    -295.049	    1252.191	     166.709		    -436.959	    1080.077	     175.576		    -504.871	    1120.156	     174.853		    -420.612	    1174.149	     147.227		    -512.125	    1082.267	     137.089		    -471.099	    1020.067	     149.082		      52.016	    1198.392	     225.666		     -48.823	    1192.268	     325.911		     -33.930	    1209.678	      67.388		    -174.877	    1199.755	     304.350		    -137.440	    1215.980	      94.998		    -212.448	    1217.564	     139.554		      77.556	     875.487	     245.832		      57.476	     691.372	     220.778		       0.000	       0.000	       0.000		      25.522	     610.804	     111.455		     -40.007	     385.476	       3.252		     -87.390	     347.060	     -57.536		      16.200	     312.662	     121.126		     -78.865	     307.836	     126.354		     -32.348	     313.308	     159.201		    -227.483	     844.160	     221.586		    -171.713	     675.809	     289.426		       0.000	       0.000	       0.000		    -172.684	     513.100	     183.308		    -218.957	     402.688	      36.813		    -226.113	     418.344	     -65.069		    -190.554	     328.505	     108.974		       0.000	       0.000	       0.000		    -154.113	     313.974	     132.415	
 209	     -97.450	    1901.667	     250.481		      -7.706	    1844.799	     249.850		     -19.854	    1805.660	     140.977		    -174.008	    1821.248	     261.282		    -174.520	    1779.936	     162.691		    -110.509	    1630.973	     120.648		    -122.358	    1410.179	      74.229		     -60.267	    1536.665	     276.223		     -53.410	    1373.008	     305.722		      53.368	    1541.362	     216.086		       0.434	    1567.033	      54.313		      99.151	    1397.277	      28.320		     130.227	    1301.948	      20.433		      94.332	    1274.389	      87.405		     228.141	    1101.909	      27.105		     301.112	    1146.072	      32.083		     200.693	    1177.356	      16.544		     307.517	    1084.423	     -31.135		     263.425	    1043.382	      -5.649		    -207.059	    1533.896	     278.050		    -226.711	    1552.970	     114.010		    -322.323	    1410.129	     137.141		    -361.145	    1291.440	     131.070		    -298.113	    1253.198	     163.386		    -445.551	    1084.951	     176.457		    -510.886	    1128.742	     173.266		    -426.117	    1177.861	     145.596		    -519.077	    1092.083	     135.568		    -483.529	    1026.886	     149.194		      52.419	    1198.467	     224.703		     -48.568	    1192.071	     324.713		     -33.891	    1209.815	      66.074		    -174.688	    1199.035	     303.458		    -137.292	    1215.804	      94.370		    -212.811	    1217.202	     137.638		      79.012	     874.423	     241.751		      58.249	     691.066	     216.411		     -35.717	     666.742	     276.751		      26.163	     609.515	     107.870		     -37.320	     381.972	       1.695		     -84.482	     343.683	     -59.173		      18.741	     308.515	     119.623		     -76.387	     303.939	     124.746		     -29.772	     309.150	     157.524		    -226.832	     843.192	     216.974		    -171.548	     673.914	     283.219		       0.000	       0.000	       0.000		    -172.626	     509.203	     180.211		    -218.705	     395.875	      35.745		    -225.664	     409.910	     -66.313		    -190.408	     322.693	     109.118		       0.000	       0.000	       0.000		    -154.039	     308.515	     132.783	
 210	     -96.319	    1900.447	     249.927		      -6.653	    1843.485	     249.425		     -18.777	    1804.111	     140.691		    -172.961	    1820.116	     260.893		    -173.460	    1778.583	     162.376		    -109.885	    1630.202	     120.630		    -122.553	    1409.625	      73.603		     -59.397	    1535.290	     275.771		     -53.027	    1371.509	     304.844		      53.921	    1539.275	     214.887		       0.500	    1566.348	      53.707		      98.634	    1397.234	      24.691		     131.015	    1301.971	      15.004		      95.606	    1273.283	      82.036		     235.927	    1104.985	      22.539		     306.022	    1153.432	      26.127		     205.257	    1179.351	      11.294		     314.691	    1093.939	     -37.830		     274.816	    1049.014	     -11.702		    -206.405	    1533.313	     277.695		    -226.071	    1552.547	     113.980		    -322.759	    1411.376	     135.174		    -363.360	    1292.955	     127.862		    -300.873	    1253.513	     160.638		    -454.646	    1089.922	     177.614		    -517.261	    1137.624	     174.154		    -431.453	    1181.249	     144.805		    -527.646	    1102.398	     136.684		    -497.828	    1034.593	     149.962		      52.754	    1197.387	     223.309		     -48.184	    1190.719	     323.394		     -33.920	    1209.099	      64.765		    -174.403	    1197.274	     302.612		    -137.257	    1214.711	      93.419		    -212.788	    1215.804	     136.228		      80.072	     873.003	     237.939		      58.817	     690.067	     212.036		     -34.918	     665.359	     271.891		      27.424	     607.048	     104.143		     -34.447	     377.679	       0.381		     -81.567	     339.434	     -60.594		      20.935	     303.295	     118.324		     -74.276	     299.279	     123.209		     -27.692	     304.155	     155.986		    -226.641	     841.433	     212.866		    -171.739	     671.534	     277.076		       0.000	       0.000	       0.000		    -173.094	     504.852	     177.228		    -218.455	     388.212	      34.921		    -224.741	     400.524	     -67.359		    -190.865	     315.979	     109.785		       0.000	       0.000	       0.000		    -154.762	     302.101	     133.943	
 211	     -95.174	    1898.609	     249.312		      -5.575	    1841.504	     249.015		     -17.706	    1801.844	     140.308		    -171.933	    1818.410	     260.460		    -172.583	    1776.644	     162.028		    -109.267	    1628.769	     120.643		    -122.909	    1408.418	      73.038		     -58.683	    1533.253	     275.320		     -52.635	    1369.290	     303.917		      54.346	    1536.780	     213.719		       0.505	    1565.035	      53.201		      98.182	    1396.665	      21.447		     132.091	    1301.649	       9.940		      95.714	    1271.168	      74.215		     244.247	    1108.574	      18.612		     311.366	    1160.816	      21.390		     210.488	    1181.419	       6.533		     323.628	    1102.721	     -41.969		     287.363	    1055.202	     -16.912		    -205.873	    1532.067	     277.275		    -225.419	    1551.243	     114.042		    -323.127	    1411.785	     133.445		    -365.123	    1293.782	     125.050		    -303.190	    1253.219	     158.317		    -464.395	    1095.487	     179.174		    -524.190	    1147.043	     177.524		    -437.112	    1184.888	     145.104		    -537.367	    1113.479	     140.048		    -512.820	    1043.441	     152.166		      52.922	    1195.360	     221.495		     -47.676	    1188.302	     321.965		     -34.008	    1207.530	      63.370		    -174.050	    1194.462	     301.651		    -137.237	    1212.694	      92.381		    -212.767	    1213.462	     134.937		      80.724	     871.153	     234.494		      59.025	     688.374	     207.797		     -34.463	     663.545	     267.197		      29.213	     603.525	     100.301		     -31.647	     372.410	      -0.692		     -78.633	     334.413	     -61.854		      22.902	     296.618	     117.261		     -72.598	     293.633	     121.677		     -26.081	     297.991	     154.458		    -226.393	     839.174	     208.905		    -172.289	     668.648	     270.921		       0.000	       0.000	       0.000		    -173.930	     500.008	     174.278		    -218.170	     379.764	      34.433		    -223.483	     390.304	     -67.935		    -191.708	     308.196	     110.857		       0.000	       0.000	       0.000		    -155.903	     294.543	     135.630	
 212	     -94.038	    1896.135	     248.650		      -4.492	    1838.839	     248.498		     -16.710	    1798.910	     140.003		    -170.912	    1816.102	     260.039		    -171.731	    1774.029	     161.691		    -108.755	    1626.717	     120.626		    -123.252	    1406.521	      72.444		     -58.123	    1530.444	     274.893		     -52.318	    1366.270	     303.021		      54.644	    1533.889	     212.635		       0.456	    1563.066	      52.777		      97.744	    1395.704	      18.368		     133.323	    1301.049	       5.002		      97.338	    1269.519	      69.097		     252.965	    1112.288	      15.037		     317.080	    1168.199	      18.295		     216.224	    1183.609	       2.326		     332.357	    1112.063	     -45.527		     299.931	    1061.749	     -20.801		    -205.473	    1529.933	     276.860		    -224.791	    1549.283	     113.940		    -323.323	    1411.350	     131.792		    -367.097	    1294.122	     122.798		    -305.352	    1252.346	     155.903		    -474.427	    1101.662	     182.325		    -531.024	    1156.738	     182.886		    -443.405	    1188.844	     146.763		    -547.035	    1124.976	     145.350		    -527.291	    1053.291	     156.436		      52.962	    1192.515	     219.342		     -47.016	    1184.746	     320.474		     -34.171	    1205.218	      61.892		    -173.525	    1190.631	     300.580		    -137.241	    1209.858	      91.224		    -212.714	    1210.247	     133.838		      80.893	     868.622	     231.287		      59.094	     685.980	     203.614		     -34.312	     661.038	     262.437		      31.208	     599.042	      96.536		     -28.883	     366.316	      -1.603		     -75.796	     328.757	     -63.008		      24.421	     288.749	     116.218		     -71.208	     286.813	     119.883		     -24.901	     290.511	     152.927		    -226.504	     836.208	     205.162		    -173.053	     665.250	     264.644		       0.000	       0.000	       0.000		    -175.001	     494.702	     171.428		    -217.707	     370.449	      34.387		    -221.873	     379.419	     -67.947		    -192.699	     299.069	     112.253		       0.000	       0.000	       0.000		    -157.144	     285.445	     137.630	
 213	     -92.887	    1892.943	     247.975		      -3.467	    1835.427	     248.000		     -15.768	    1795.197	     139.662		    -169.889	    1813.154	     259.586		    -170.934	    1770.741	     161.359		    -108.429	    1623.956	     120.621		    -123.463	    1403.806	      71.881		     -57.623	    1526.769	     274.538		     -52.015	    1362.324	     302.054		      54.924	    1530.525	     211.752		       0.193	    1560.422	      52.293		      97.221	    1394.302	      15.455		     134.798	    1299.999	       0.325		      99.240	    1267.402	      64.587		     262.130	    1116.105	      13.108		     322.988	    1175.734	      16.289		     222.464	    1185.555	      -0.903		     340.195	    1121.345	     -47.859		     312.246	    1068.677	     -22.897		    -205.081	    1526.805	     276.511		    -224.183	    1546.520	     113.863		    -323.339	    1410.083	     130.233		    -369.963	    1294.024	     121.063		    -307.832	    1250.659	     153.011		    -483.907	    1108.107	     187.934		    -537.185	    1166.535	     189.179		    -450.210	    1192.685	     149.630		    -555.204	    1136.138	     151.962		    -540.117	    1063.163	     163.442		      53.119	    1188.759	     217.136		     -46.214	    1180.171	     318.907		     -34.371	    1202.178	      60.280		    -172.801	    1185.911	     299.339		    -137.293	    1206.254	      89.975		    -212.613	    1206.207	     133.049		      80.781	     865.742	     228.529		      59.331	     682.859	     199.603		     -34.330	     657.811	     257.427		      33.110	     593.698	      92.954		     -26.136	     359.301	      -2.361		     -73.003	     322.391	     -64.163		      25.680	     279.630	     115.153		     -70.029	     279.074	     118.136		     -23.871	     281.958	     151.422		    -226.807	     832.522	     201.508		    -173.873	     661.314	     258.245		       0.000	       0.000	       0.000		    -176.092	     488.970	     168.765		    -217.075	     360.230	      34.855		    -220.030	     368.010	     -67.291		    -193.515	     288.369	     113.926		       0.000	       0.000	       0.000		    -158.232	     274.681	     139.772	
 214	     -91.722	    1889.002	     247.261		      -2.451	    1831.276	     247.438		     -14.846	    1790.685	     139.234		    -168.905	    1809.486	     259.185		    -170.100	    1766.756	     161.017		    -108.156	    1620.342	     120.614		    -123.455	    1400.198	      71.344		     -57.163	    1522.241	     274.224		     -51.668	    1357.485	     301.012		      55.246	    1526.528	     210.975		      -0.225	    1557.066	      51.841		      96.629	    1392.258	      12.724		     136.577	    1298.255	      -3.884		     101.388	    1264.800	      60.408		     271.395	    1119.943	      12.808		     328.780	    1183.240	      15.013		     228.925	    1187.140	      -2.971		     347.784	    1130.615	     -48.986		     323.907	    1076.324	     -23.614		    -204.657	    1522.678	     276.193		    -223.712	    1543.004	     113.676		    -323.376	    1407.932	     128.788		    -373.555	    1293.255	     119.934		    -310.914	    1247.981	     149.984		    -492.849	    1114.870	     195.238		    -542.214	    1176.041	     196.959		    -456.728	    1195.964	     153.629		    -562.499	    1147.147	     160.344		    -552.024	    1074.132	     171.981		      53.741	    1184.463	     215.217		     -45.368	    1174.683	     317.184		     -34.556	    1198.339	      58.609		    -172.037	    1180.331	     297.845		    -137.342	    1201.907	      88.569		    -212.480	    1201.389	     132.489		      80.400	     862.049	     225.906		      59.695	     678.974	     195.616		     -34.444	     653.869	     252.309		      34.753	     587.493	      89.499		     -23.426	     351.459	      -3.076		     -70.189	     315.194	     -65.280		      27.003	     269.519	     114.011		     -68.766	     270.617	     116.247		     -22.792	     272.645	     149.957		    -227.287	     828.214	     197.922		    -174.680	     656.876	     251.823		       0.000	       0.000	       0.000		    -177.043	     482.840	     166.339		    -216.227	     349.159	      35.928		    -218.042	     356.088	     -65.804		    -193.732	     276.153	     115.700		       0.000	       0.000	       0.000		    -158.643	     262.305	     141.831	
